userName;content;rating;date;reviewVersion
Googlen käyttäjä;Convenient application, no more worrying about coins or searching for a parking meter. With the promotional code 7YSJ, the first parking is free up to 10 euros :);5;2017-05-16;3.44
pekka pälvimäki;10e air parking time with code DHTH;5;2017-05-16;3.44
Juha Koivunen;Great app when you no longer need to play with coins. Free parking with code HUYM 10e.;5;2017-05-12;3.44
Riitta Lötjönen;With code 79QN you get a € 10 discount on first parking. Now you can say goodbye to parking errors!;5;2017-05-12;3.44
Kari Vorne;€ 10 parking time with code: N5J2;5;2017-05-11;3.44
Samu Aho;This is easy to use and there is no need to use coins anymore. Free parking money with code 5S67 10e!;5;2017-05-05;3.43
Googlen käyttäjä;A handy and inexpensive application. When registering with code V35T, 5 hours / 10 euros free parking time. :);5;2017-05-03;3.44
Level;Code: PVBE (10 €) It is easy and quick to use.;4;2017-05-02;3.43
Päivi Saarinen;Nice when you no longer have to look for a parking meter. With code 5VZJ free parking up to 10 euros.;5;2017-05-02;3.44
Tommi Huotari;With the code EFYG you get € 10 free parking money!;5;2017-05-01;3.43
Jake;With this code € 10 free parking TCU2;5;2017-04-28;3.43
Aki Tirkkonen;A very functional and easy to use application. When you use the code 1EZS you get 10 € for the front parking time.;5;2017-04-25;3.43
Jukka S.;EHK2 code 10e without parking;4;2017-04-25;3.43
Jussi;With BCY6 code without € 10!;5;2017-04-24;3.43
Pasi Ylisaukko-oja;Good app. From here free € 10 parking when you use code: F346;4;2017-04-23;3.43
Linda Lång;Really convenient! Use code W9CZ to get 10e parking. In fact, I have paid extra for hours before, so this is not a problem.;5;2017-04-23;3.43
Jouko Ruonakoski;Good app. 10e parking time with code PEQB;5;2017-04-22;3.43
Janiina V;10 e free parking time with code Q4KR;5;2017-04-12;3.43
Jari Kaivola;"Does not install, just grind up to the world pin ""Loading ..."" Handset OnePlus 3T";1;2017-04-12;nan
Erno Nieminen;Pkvv code without parking;3;2017-04-12;3.43
timop2011;Makes the motorist's life easier when parking. Convenient to urban areas, and can increase parking time without visiting the car;5;2017-04-11;nan
Markus Rinne;Easy to use and convenient. I recommend. Promotional code: M7CT and you get 10e free parking time;5;2017-04-11;3.43
Ilari Toivo;Really handy app and worked well. No more coin problems. Free 10e parking with promotional code: R7SJ;5;2017-04-10;3.43
Marko Andelin;Visa electron;5;2017-04-10;3.43
GLADISTOR;Pretty good. With this code K913 you get € 10 free parking time;4;2017-04-04;3.42
Kari Olsbo;Works well.;4;2017-04-04;3.42
Googlen käyttäjä;Great app. With code 85TQ you get € 10 free parking time.;5;2017-04-03;3.40
pasi olkkonen;I recommend, easy going and good. With the code EKMB 10 € parking money for the application;5;2017-04-02;3.40
Jari Luostarinen;Not a bad word for Jorma Uotinen. With hairdressing code FB26 you get 10 €;4;2017-04-01;3.40
Googlen käyttäjä;Good and easy to use. Code BSSX 10 € parking money!;4;2017-03-27;3.40
Juhani;Fantastic app, no more searching for a parking machine. Code AA61 € 10 balance for parking !!;5;2017-03-25;3.40
Jussi Salo;YNPR code 10 € free parking time.;5;2017-03-24;3.40
Googlen käyttäjä;Works! Promotional code PTHQ € 10 free parking time!;5;2017-03-23;3.40
Antti-Pekka Louste;Seems to be playing great! With this code € 10 free parking G8KZ;5;2017-03-22;3.33
Noora;With promotional code 2SXN you get € 10 free parking time;5;2017-03-21;3.33
Mikko Minkkinen;Great service. Everyone is playing. Free parking with code YZM1 10e.;5;2017-03-21;3.40
Sami K;Works great! With code 83JX € 10 free parking time!;5;2017-03-20;3.40
FOXHOUND -W;Convenient program! No need to worry about coins :) With this code you get € 10 FREE parking money 419B;5;2017-03-20;3.33
Googlen käyttäjä;Good app, code P9L8, € 10 free parking time;5;2017-03-18;3.33
Severi Nenonen;Good app! With the promotional code ELVM, you get free parking time for 10 euros;5;2017-03-17;3.40
Roope Niemelä;Ok;4;2017-03-15;3.27
Jutta Ylimannela;Works!;5;2017-03-14;3.3
Joonas Kivistö;Quite convenient. It takes a bit of Russian roulette to pull when the hell sticker doesn't come again. Not even a hostess even though she is also registered. Probably need to switch to a competing app if even they could get the label mailed.;3;2017-03-14;3.36
Satu Saari;With code FKDW, 10 € parking time :);5;2017-03-13;3.37
Kimmo Rajala;Free parking € 10 QJ4L;4;2017-03-11;3.33
Jussi Saarni;10e parking money with code: K8K4;4;2017-03-09;3.36
Googlen käyttäjä;Convenient! You get 10 € with the Park code: ZLUA;5;2017-03-07;3.33
Petri Matikka;€ 10 parking money with FGJS code;5;2017-03-06;3.36
Timo Polvinen;Better than Easypark;5;2017-03-06;3.36
Sait Aydar;The best app with the LXRA code gets € 10 free parking.;5;2017-03-05;3.33
Kimmo Pulli;With code WV5K 10 € discount on the first parking;4;2017-03-04;3.33
Risto Timonen;Functional, makes life easier. € 10 first parking with code K41G;5;2017-03-04;3.33
Esa Nikkinen;Works and easy to use. Free parking with 1ZV7 code;5;2017-02-28;3.31
Jarkko Lietolahti;Crashes repeatedly. Crash report sent.;2;2017-02-28;3.31
Jouni Lehtinen;I like it;4;2017-02-28;3.31
Janne Väisänen;Good, easy and fast! No need to draw lots on which meter the coins go to and which card .. makes life easier! I recommend downloading and using, you also get free parking with code 7C2X;4;2017-02-27;3.31
Aatu Hento;Crashes;1;2017-02-27;3.31
Googlen käyttäjä;Good. Even when the parking garages included it would be 5 star.;4;2017-02-27;3.31
Googlen käyttäjä;Perfect when you don't need coins to carry along. Now free parking under the code NUJY;5;2017-02-27;3.3
Juha-Matti Hirvikoski;Perfect when you don't have to fight with a card payment and keep coins with you. € 10 with code BCUE;5;2017-02-27;3.31
Googlen käyttäjä;Getting better;5;2017-02-26;3.27
Hessu Jesse;Better than a competitor.;5;2017-02-26;3.27
Kristian Suoniemi;Easy to use, air parking time when using the 55HW promotional code so you get € 10 free for the time.;5;2017-02-25;3.27
Max Toiviainen;Absolutely an absolute and yet domestic application.;5;2017-02-25;3.3
Reeta-Tiina Rytilahti;Works well. Doesn’t recognize the puck slots, which was disappointing. If you want free parking, enter the code SB65;4;2017-02-23;3.27
Mikko Rissanen;Here you get free parking, up to 10 euros! Promo code: ND57;5;2017-02-19;3.27
Antti Seppä;I haven't tested yet, but it looks promising. Code 1MA1;3;2017-02-18;3.27
Jani -;2rem code if you want € 10 free parking :-) really handy app;4;2017-02-18;3.27
Googlen käyttäjä;That's convenient! If you want to free parking time for the next parking lots, you can grab my code N9QV. Thank you!;5;2017-02-18;3.27
sari kinnunen;No more searching for a ticket machine. Code WSGC first parking free;4;2017-02-14;3.27
Lari Heinonen;Really good app! With this code you get 10e parking for free VRBV!;5;2017-02-14;3.27
Aleksi Laukkonen;It's a good app! The code is 8PC9.;5;2017-02-14;3.27
Teemu Hakala;Works as it should. Easy to use. Subcode FMFF;5;2017-02-10;3.27
Sami Mäkelä;Piece of cake. 10 euros for free parking time with code P2LT;5;2017-02-09;3.27
Petri Moilanen;Easy to use, handy app. € 10 with code PT9T;4;2017-01-31;3.27
Jasmin Haataja;Really good app. Saves time. Upon registration, you will receive the first parking free of charge (€ 10) under code D55N.;5;2017-01-30;3.27
Esa Antikainen;With the ZUM7 code you get free parking time for 15 euros. There is a change good;5;2017-01-27;3.27
Alisa Mikkola;Really convenient and good app! With this code 64VU you get a 10 € discount on your first parking.;5;2017-01-26;3.27
Jarkko Vepsäläinen;A simple way to avoid a parking fine when coins are left out of the way. Code 6ZPC € 10 free parking 😉;4;2017-01-25;3.27
Taneli Ristmeri;A great time saver that saves its users from fines. Paying is more comfortable indoors instead of needing a winter frost with a parking machine.;5;2017-01-23;3.22
Iina M;Easy system and no need to deck money included. Discount code 18QWQ for new users, first parking for free! :);4;2017-01-20;3.27
Juha Pylkkö;Good app. Free parking with code: SWZZ;4;2017-01-19;3.27
Googlen käyttäjä;Excellent means of payment for parking. Register with the code ZQJE and you will receive 10 euros for the first parking.;5;2017-01-18;3.27
anne kantola;Free parking money € 10 with discount code 7KFF;5;2017-01-17;3.27
TIMO LEHTONEN;Very good. 😘😍;5;2017-01-14;3.27
Googlen käyttäjä;Works flawlessly. With code FU9C free parking max € 10;5;2017-01-09;nan
Taina Prihti;Glorious;5;2017-01-07;3.27
Maija Tusa;Seems good and clear! There are plenty of parking areas in the hometown where this is used as a means of payment. You can get free parking (10 €) when using the application with the code 1FWX.;4;2017-01-06;3.27
Reima Tast;10 euro discount with code EQJYQ;4;2017-01-05;3.27
Matukka;FOR NEW USERS € 20 SPENDING MONEY WITH PROMOTIONAL CODE REGQ;5;2017-01-02;3.27
Pasi Nevalainen;Great app and discount with code SADW.;5;2016-12-29;3.27
J Lind;Works like hold, the sticker was the same to order so no need to make any custom tunes. You get a € 10 discount with code YAGK when you put a ton on installation.;4;2016-12-27;3.27
Jarmo Uusitalo;Now it works great in Rovaniemi as well for paying for street parking.;5;2016-12-24;3.27
Esa Kemppainen;Paying a parking fee has been made easy. That is, it works. The new Promotion Code is YDVX (you get € 10 free parking time when you enter it during installation).;5;2016-12-23;3.27
Raine Hannuksela;A hundred times better way than to walk to a payment machine. Free parking XCTCQ;4;2016-12-22;3.27
Toni Tuominen;Works as promised and no longer has to run with coins to the ticket machine. With code 3ZNR 10 € free parking time.;5;2016-12-22;3.27
Olli Liikanen;Free parking money with code C5B2;5;2016-12-21;3.27
Petri Lehmus;A handy app, with the code CgNXQ, you get 10e parking as a gift.;5;2016-12-16;3.27
levi waaraniemi;No more having to run to the parking machine. Can even pay your child or friend parking fees remotely! If you want 10 € free parking money use code: 1G68Q;4;2016-12-15;3.27
Juho Koskimäki;Good app and free 15e with code QU2S;5;2016-12-14;3.27
Mika Karttila;Works great. No extra charges. From this free parking time DLMSQ;5;2016-12-13;3.27
Mia Aarni-Heera;In the past, I rushed to see if any coins / cards were included that allowed the car to be parked. Now it’s easy to park your car and start and stop paying by phone. And the best part is that you don’t have to run in the middle of a meeting to increase your parking time. Free parking (up to 10 e) for new code 6BDA.;5;2016-12-13;3.27
Samu Huttunen;A working application in all respects. Ps. Free parking with discount code TG4WQ;4;2016-12-12;3.24
Hafid Bile;With code 66V5 10 € for the first Park. Be sure to use it all at once to complete otherwise the offer will be wasted;5;2016-12-07;3.24
Zaria G;Easy to set up and easy to use. With code BQQ7 you get free parking time.;5;2016-12-04;3.24
Markus Orava;Absolutely great! No more fumbling with parking meter. Download so with code: KW3R you get € 10 free parking time.;5;2016-12-04;3.24
Eveliina Alkula;You get free parking until 10e :);5;2016-12-03;3.22
Janne Nieminen;Works well;5;2016-12-01;3.24
Ossi Viitanen;With code VRW1. 10 euros free parking time.;5;2016-12-01;3.24
Hejr-Hese Maihoub;With code Q1NM you get € 10 free parking time.;3;2016-11-28;3.24
Tomi Karhunen;Convenient and easy to use. It started to annoy the non-functioning parking machines, so this seems to work and you don’t have to wonder in the rain why the parking machine doesn’t accept the card / coin. € 10 parking money with code JPHP;5;2016-11-23;3.24
Googlen käyttäjä;Wrong display of parking zones! The software still has old maps and offers a second zone based on location, although traffic signs are the first zone. Helsinki;2;2016-11-23;3.24
Jaana Pukis;Awesome ... use code AS6A, you can get € 10 from the air parking;5;2016-11-22;3.24
Ville Moilanen;From a competitor, I switched to using this app. The commissioning was successful from the flight and I parked for free. With this promo code 10 € free parking time - KY8VQ;5;2016-11-21;3.24
Googlen käyttäjä;6CFR;5;2016-11-18;3.24
Pasi Lehtinen;Absolutely insanely convenient application and works almost anywhere. No more having to keep coins in your pocket, look for vending machines and waste time. With this code € 10 free parking money YQ7V;5;2016-11-18;3.24
Googlen käyttäjä;Convenient and easy to use application. With code EV5R you get 10e air parking;4;2016-11-17;3.24
Googlen käyttäjä;Convenient application! Promotional code to get 10e air parking code: BNA4;4;2016-11-17;3.24
JJK PAAVILAINEN;With this free parking time tyv9;5;2016-11-16;3.24
Joonas Metsälä;Promotion code 85QV you get the first parking free of charge max 10 €;5;2016-11-16;3.24
Toni Leinonen;Free parking time up to 10e with this promotional code !! YE3U;5;2016-11-16;3.24
Salla Elovirta;Has been in use for a year when the competing app stopped working. I am no longer about to switch off, it works flawlessly. And with the code T64Z 10 € free parking money, works!;5;2016-11-15;3.24
Marko Haverinen;Account information from the app suddenly disappeared somewhere (i.e., that top bar shown in the image does not appear) Operating system Android 4.3. Phone Samsung S3. Fix it!;1;2016-11-15;3.24
S A;Worth the download. Just the perfect app. With code AL8T 10 € parking money upon check-in.;5;2016-11-14;3.24
Perttu Piispanen;A very useful application that is easy to use. Don't pay in vain when you can adjust when to pay / don't pay for the Park.;5;2016-11-13;3.22
Olli-Pekka Lehti;Why the heck does parking always cost about 50% more when the app notifies you before you start parking?;2;2016-11-11;3.24
Samuli Sainio;Facilitates parking wildly! You only pay for the time your car was parked - you no longer pay in vain. If you want to get a parking lot worth 10 €, of course use the code 3JMJ.;5;2016-11-10;3.24
Mikko Lattu;A clear and functional application. Code M54L with ten free parking times.;4;2016-11-10;3.24
Tuula Hakkarainen;Free parking with WRWT code at your disposal.;4;2016-11-09;3.24
Google Käyttäjä;Goes well. With the code HCKVQ you get 10 euros for free parking time.;5;2016-11-05;3.23
Johannes Virtanen;With the code KGTVQ 10 € free parking for a new user.;4;2016-11-03;3.23
Mikko H;With the code MHKTQ you get 10e parking money when you recharge your Parkman. :);5;2016-11-02;3.22
Googlen käyttäjä;The application repeatedly wants to improve the accuracy of positioning, regardless of whether the request is never answered. Why on earth when parking is in progress you have to locate your own location, and wait in vain before you can decide on parking.;3;2016-11-02;3.23
Jukka Ahola;Even when L.pr would also be involved.;5;2016-11-01;3.22
Aleksi Lahdenmäki;A working app with a clear look! And you don’t have to start collecting coins from the center console;5;2016-10-27;3.22
Olli-Pekka Hämäläinen;Very good! Facilitates parking because coins are less often included. Enter code RN7E to get free parking!;5;2016-10-26;nan
JJ Heppa J;Nothing to blame. No more looking for coins. Put the code KYVB and get 10 € free parking time !!;5;2016-10-25;3.22
Googlen käyttäjä;Works well. Free parking time with code QYY7 for 10 euros!;4;2016-10-20;3.22
Tero Koivula;5/5 application. No complaints. Insanely useful in Tampere, for example. No more need to lug coins in the car. Code CVU2 free parking money for you and me. Please thank you.;5;2016-10-19;3.22
Otto Öhman;You get € 10 for free with code 8H5N. Makes life easier when you no longer have to carry coins with you.;5;2016-10-17;3.22
Saku Hotari;With the T7WM code you get € 10 free parking time;5;2016-10-17;3.22
Markus Peltomäki;Awesome app. With HYN9 code free € 10 parking yet;5;2016-10-15;3.22
Juha Melartin;Worked for a year without any problems. Also easy to use with 2 cars. Unfortunately, there are several places in the Helsinki area where you can't use even a competitor.;5;2016-10-15;3.22
Kari Hämäläinen;10 e free parking time with code 5C3FQ when you join Parkman. A handy app when you rarely happen to have cash to be involved when you need it.;5;2016-10-10;3.22
Googlen käyttäjä;Free parking with code 7LPY 1! :);5;2016-10-08;3.22
JAAHAS;Really handy app. 46R8 if anyone wants 10 e more.;4;2016-10-02;3.22
Mika Tuononen;The discount code is 5T4A;4;2016-10-01;3.22
Lauri Hautala;Great app! Free parking time with code 2SKK!;5;2016-09-30;3.22
Sara Roiha;€ 10 free parking time with code FJM7;5;2016-09-29;3.22
Toni Hirvonen;Download the app and use the discount code! You get your first parking for free max 10 €! PJHFQ;5;2016-09-28;3.22
Jyry;With code Q8X1Q we both get € 10 free parking time. The app is good, and free parking all the better. I recommend!;5;2016-09-27;3.22
Severi Tuominen;With my code QJP8Q you get € 10 free parking time. Easy to use and convenient parking application. Find parking spaces in even smaller locations.;5;2016-09-26;3.22
Heikki Haataja;Free € 10 parking money when you put the code CJ93Q;4;2016-09-23;3.22
Tony Sandell;Very handy application. Enter the code NA7U to get € 10 free parking time.;5;2016-09-23;3.22
Olli-Pekka Hakala;With code SS2H you get € 10 free parking at check-in 😊;4;2016-09-23;3.22
Netta Kallio;When you start using the parkman, you will receive € 10 parking money with the code. Works well!;5;2016-09-22;3.22
Markus Stenström;With the code UZ1U you get € 10 free parking time.;4;2016-09-21;3.22
Jouni Paasirova;Great app. With code 2JXK you get 10 euros for free parking time.;5;2016-09-21;3.22
Jii Pee;Seems to work just fine. With the code KWH8Q 10 € parking money.;5;2016-09-16;3.22
Jukka-Pekka Saarenkari;When registering, enter code X945 and get € 10 free parking!;5;2016-09-15;3.22
Tapio Järvinen;€ 10 free parking with promotional code 29CX;5;2016-09-14;3.22
Googlen käyttäjä;Easy to set up, parking time can be extended by phone and parking can be cut off on departure, so you don’t pay too much. With discount code REZB you get 10e free parking.;5;2016-09-12;3.22
Rami Wehka-aho;7ZPR code 10e parking money;5;2016-09-11;3.22
Kari Kaarne;All the praise below is completely true. Code BK3P with ten free parking time for both of us👍;5;2016-09-07;3.22
Juha Rajala;Handy;5;2016-09-02;3.22
Juha Hyvönen;Pointlessly free parking time when registering use code R1GY so Johan works.;5;2016-09-01;3.22
Tapio Salminen;Active;5;2016-08-31;3.22
Jenni Ahola;I suggest to everyone. With code K26Z you get € 10 free parking money!;5;2016-08-30;3.22
avhc666;There is always room for improvement but already a very good and recommended application;4;2016-08-29;3.22
Aleksi Rinne;Absolutely when the minimum parking time is over what you need. Finding parking spaces was also easier! With the code BLUBQ you get € 10 parking money.;5;2016-08-28;3.22
Aku;With code GXE2;5;2016-08-26;3.22
Tuire Rosenqvist;Code AG86 € 10 free parking time.;4;2016-08-25;3.22
Googlen käyttäjä;Works as it should. € 10 discount with code R8WL;4;2016-08-24;3.22
aki90l;10e free parking time with code: Z1KU;5;2016-08-24;3.22
Niko Tolonen;Free parking with this code 10e. LD81Q;4;2016-08-23;3.22
Kimmo Koski;with code 6C3V € 10 free parking;4;2016-08-23;3.22
Googlen käyttäjä;With code XD8W;5;2016-08-17;3.22
Googlen käyttäjä;8NLV - code 10e Free parking time. enter the code at the login stage in the discount code section.;5;2016-08-15;3.22
Jyri Vaahtolammi;Handy! With the code W3GP you get 10 euros for parking money.;5;2016-08-15;3.22
Toni Nevalainen;Good and convenient. 786NQ code when registering and you get 10 e parking time.;4;2016-08-14;3.22
Kasimir Välimaa;Code BXNQ € 10 parking money!;5;2016-08-14;3.22
tr tr;The program cannot rotate the screen if the tablet is in a horizontal position. Unusable in a car where the tablet is permanently mounted on a scale.;2;2016-08-13;3.22
Matti Partanen;ES46 € 10 parking ..;5;2016-08-10;3.22
Sarianne Leimu;With the code JJ3D you get € 10 free parking time when you register for the app.;5;2016-08-09;3.22
Timo Ihamäki;A handy parking app and a reminder to stop parking is also a good feature. With code NJ9X 10e worth parking after installing the app!;5;2016-08-09;3.22
Joonas Kaukoranta;Very easy to use and time saving application. With the code LXYZ you get € 10 free parking time.;5;2016-08-09;3.22
Santeri Suomi;Use Promotion Code 2BQY to get free parking.;5;2016-08-06;3.22
Harri Hakkarainen;An easy-to-use application where you can get free parking time with the code CTNB :);4;2016-08-05;3.22
Sanni Loponen;Really convenient. No need to dig coins into the vending machine and worry about parking times. With code QM2A you get 10 € free parking money when you join!;4;2016-08-04;3.22
Eetu Marttinen;Easy to use. With the code HGQG 10 € free parking money! 😊;4;2016-08-04;3.22
Janne Rinne;50 cents parking cost you 94 cents through you.;2;2016-08-03;3.20
Jimi Järvinen;PPY4;5;2016-08-03;3.22
Teemu Korhonen;A really easy and fast way to pay parking fees. With code D8MU you get € 10 free parking money.;5;2016-08-02;3.22
Sari Tommiska;Great and easy, and no need to pay unnecessarily extra, I recommend! Free parking with code J39B (10e);5;2016-08-02;3.22
Henri Laitinen;For this parking money 10e code JUNH, please! :) Absolutely awesome app and parking couldn't get this easier. I recommend!;5;2016-08-01;3.22
Esko Mäenpää;The best parking app you can find. With code 389C you get € 10 free parking money!;5;2016-07-31;3.22
Jaana Kontkanen;With code HNS2 you get a 10 euro discount on the first parking.;4;2016-07-30;3.22
Risto Alakoski;Promotional code Z4D3;3;2016-07-28;3.22
Jari Lusikka;With the code ZQLB you get € 10 free parking.;5;2016-07-26;3.22
Kirsi Söderberg;Great app and easy to use! You get 10 euros for parking money with the code 53RY;5;2016-07-26;3.22
Jaakko Tapio;Unfortunately, I noticed that parkman does not work in Jyväskylä, but fortunately it still works in Tampere, where I mainly do things. Code 154CQ € 10 parking money;5;2016-07-25;3.22
Sari Kouhia;Tested in Helsinki. Very easy and works. You get a free 10 e parking with the code M62p.;5;2016-07-25;3.22
Laura Mansikka;Seems good. With code SCM7 you get a 10 € discount on the first parking!;4;2016-07-23;3.22
Aleksi Böckerman;Free parking time with 6K9W code;5;2016-07-22;3.22
Timo Ryhänen;With code 74BW 10 € worth of parking time;5;2016-07-21;3.22
Googlen käyttäjä;Free parking with U9DM code!;5;2016-07-14;3.22
Marko Simonen;With the code SZVG you get 10 € parking money when you register.;5;2016-07-14;3.22
Juha Viheriäkoski;€ 10 free parking money YOUR PROMOTIONAL CODE NRC6;4;2016-07-12;3.22
Jenna Järvinen;free parking time 10 euros with promotional code MME7;4;2016-07-10;3.22
Heidi Tabletti;Paypal payment by credit card in addition please ...;4;2016-07-10;3.22
Timo Elomaa;Works for multiple cars. Easy to add. 10e free parking with promotional code QNPD;4;2016-07-08;3.22
Tero Mantela;V87F Free parking time at ten;4;2016-07-06;3.22
Jenna Pyymäki;NS9B;4;2016-07-05;3.22
Tino Saarenpuro;€ 10 free parking money with code: WPZ3;5;2016-07-02;3.22
jani ovaskainen;Code HQ3B 10 euros for free parking.👍;4;2016-06-21;3.22
Millariina V;There was an advertisement for the application on the ATM: First parking is free with a code. I didn’t have any coins, so I downloaded the app to take advantage of the offer. After installation, it turned out that the app could not be used until the billboard arrived in the mail and I glued it to the windshield. So you didn't get free parking right away. The car was borrowed from a friend, so the sticker can’t be glued anyway without asking. In addition, the parking time started immediately by accident, which means that free parking was wasted.;1;2016-06-19;3.21
Agakonna;With the code NJVH 10 € free parking time;5;2016-06-15;3.20
Antti Tuuri;It ended with searching for vending machines and tapping with coins. With promotional code P7EZ you get 10 euros for parking time.;4;2016-06-14;3.20
Juha Niemi;Download the app and when you log in put that code FLRR so we get both 10 euros free parking time;5;2016-06-14;3.20
Karri Nieppo;10 parking coins with code KZZ8;5;2016-06-10;3.20
Tony Kärki;Good and handy app! 7G74 code 10e free parking time!;5;2016-06-09;3.20
Kyösti Sipilä;I didn't know parking was so convenient nowadays. Works great in Helsinki. Use € 10 free parking with code: UXWW;4;2016-06-08;3.20
Miikkael;Parking money with code D7BJ;3;2016-06-08;3.20
Sami Joensuu;You get € 10 free parking time when you register with code XDDY;4;2016-06-08;3.20
Heidi;5WTD without parking money, please :);3;2016-06-02;3.20
Leni Järvelä;Seems good! Free parking time with code R2FX 10e!;4;2016-06-02;3.20
Googlen käyttäjä;This yes works like that famous train ... you should definitely download and give the code C8QE so you can get your top 10 € free parking money right away!;5;2016-06-02;3.20
Googlen käyttäjä;A functional and convenient program. With this code 10 € parking time !! Take advantage of XULEQ.;5;2016-05-31;3.20
Jukka;And about 10 € in front of the parking money with the code L18J;5;2016-05-28;3.20
Jaakko Väisänen;Here is promotional code 5491. You get your first parking for free !!;5;2016-05-27;3.20
Hannu Haapala;Nickname: Buttons on ice today with Tays' inoperable ticket machine! Code XMKVQ you get € 10 free Park.;5;2016-05-25;3.20
Andrei Hinkonen;You get 10 € parking money with the code 3DRC;5;2016-05-24;3.20
ali hossaini;10 e parking money with code 5HAH;5;2016-05-21;3.20
hammasharha;Use the code above to get € 10 free parking money! Really good and convenient app;5;2016-05-20;3.20
Laura Lakua;First impression promising. You get the first 10 euro experiment with the code 1NLM;5;2016-05-18;3.20
mikael asikainen;Good application. Parking money with code: ECD6Q;4;2016-05-18;3.20
Teemu Raita;Also redeem € 10 parking money with code: QF4T;5;2016-05-17;3.20
Tuula Hellsten;Code 53YS free parking time for € 10.;4;2016-05-16;3.20
Tom M.;Convenient, the Parkman sticker came in the mail within a few days. Ten free parking times with code S7ZSQ during installation.;5;2016-05-12;3.20
Kimi K;10e FREE PARKING: YOUR PROMOTIONAL CODE: TXZY;5;2016-05-09;3.20
Timo Karhu;Not bad!;5;2016-05-02;3.20
Teija vänni;With code: 7MC4 gets € 10 free parking time.;5;2016-05-01;3.19
Mikko Heikkinen;Very good program! I recommend to everyone without reservation.;5;2016-04-27;3.19
Ilona Savolainen;With code 52N8S;5;2016-04-26;3.19
Tea Karjalainen;10 euros paid parking time with code T7YZ;5;2016-04-25;3.19
Kari Pesonen;Enter code 9URT You get free parking time. And besides, the Parkman website also directly and clearly states the side costs (0.49 c). I recommend.;5;2016-04-24;3.19
Aleksis Pelkonen;10e air parking with code TZX7;5;2016-04-22;3.19
Olli-Pekka Kurppa;A working app! Use code 4JDV to get € 10 free parking time.;5;2016-04-22;3.19
Sam P;€ 10 free parking money with code H5P5 Well works and quick introduction, I recommend!;4;2016-04-21;3.19
laura lehtola;Free parking money with 9ZNV code;5;2016-04-20;3.19
Victor Micordia;Discount code (10 € free parking time) XLF8;4;2016-04-20;3.19
Tuomas Ruotsalainen;With code 5GSP 10 € discount on the first parking.;4;2016-04-18;3.19
Kari Viitala;With discount code 84HM free parking time for € 10.;5;2016-04-14;3.19
Joakim Flakholm;€ 10 parking money with code cccd;5;2016-04-13;3.19
Juuso Haarala;Great app! With the discount code URZY you get € 10 free parking money.;5;2016-04-12;3.19
Toni Tilvis;Code AKQ8 10 € parking time.;5;2016-04-12;3.19
Esah;Simple to use. 10 euros for parking time with hairdressing code SDA2;5;2016-04-10;3.19
Mika Lindblad;DGBT;4;2016-04-05;3.19
Hannu Pärkkä;With SKK7 code you get € 10 parking money;5;2016-04-05;3.19
ayse ozturk;€ 10 PARKING WITH CODE: XTWR;5;2016-04-04;3.19
Aune Kotalampi;Easy, simple and clear. Very good.;5;2016-04-03;3.19
Mikael Forsström;And you don't pay in vain. Here is the subcode: AM4N;5;2016-04-03;3.19
Sami Kaitamäki;€ 10 free parking time with code: NFJ8;4;2016-04-01;3.19
Samu Kolehmainen;Code HLB8 € 10 discount on first parking. As soon as there are more parking spaces on the service, this will be a good thing.;4;2016-04-01;3.19
Tommi Mikael;With discount code VQU8 10 € free parking money!;4;2016-03-31;3.19
Anssi Mäkelä;Free parking time with code: 2EUB;5;2016-03-30;3.19
Katri Ojanen;A really handy app! There are never any coins involved, but the cell phone is .. and with that, the parking is successful. Hopefully it will work just as well in Jyväskylä, Helsinki and Turku in the future.;5;2016-03-23;3.19
Googlen käyttäjä;€ 10 parking money for you and me with this code: KBN3;5;2016-03-19;3.19
Pekka Jalonen;Parking money 10 € with code 6TA2;5;2016-03-18;3.19
Anssi Salonen;Quick and easy to use. € 10 parking money with code DSVX;4;2016-03-16;3.19
Googlen käyttäjä;With code KLZ2 you get free parking up to € 10. :-);5;2016-03-16;3.19
Juho Paltta;Works great, saves time and money :). No need to worry.;5;2016-03-13;3.19
Esko Salminen;Code: EMWU;4;2016-03-12;3.19
Tomi Loppi;.... why not transfer to sd card? !!?!;3;2016-03-08;3.19
Johanna Wallenius;Code ME3T next parking free (up to € 10).;5;2016-03-06;3.19
Googlen käyttäjä;Excellent service, ease of use and receipts for parking are conveniently emailed.;5;2016-03-03;3.19
Teemu R;Code 10 € free parking 1QC6;4;2016-02-27;3.19
Googlen käyttäjä;Easy to use and guide to the parking lot.;5;2016-02-26;3.19
M V;Free parking with code EPQ1;5;2016-02-26;3.19
Jani Lehtinen;Works. Promotional code AU88, with which you get € 10 free parking time up front!;5;2016-02-26;3.19
Mikko Halonen;next parking free (up to 10 €);5;2016-02-25;3.19
Veli-Pekka Palonen;With code VR7H you get € 10 free parking.;5;2016-02-20;3.19
Oskari Kosola;No need to think about parking coins or their sufficiency anymore! New users can get 10 € parking money here with the code WHFW);5;2016-02-18;3.19
Janne S;Free parking up to € 10!;5;2016-02-16;3.19
Pentti Karilaakso;Tried pairs work well;5;2016-02-10;3.19
Henri Huttula;The prices shown on the map for four hours of parking, for example, are not the case in Oulu. The app will crash immediately if you try to change the default four-hour parking price display for some other time. Otherwise a handy app.;4;2016-02-10;3.19
