userName;content;rating;date;reviewVersion
Ole Jørgen Lindrud;👍🏻👍🏻👍🏻;5;31/05/2019;13.02
anhosl;fungerer perfekt;5;30/05/2019;13.02
ismet arslan;bra;5;30/05/2019;13.02
Bjørn Jyhne;Veldig enkel å bruke, man betaler bare for brukt tid og kan enkelt forlenge hvis behov. Bra! Men, det tar av og til litt for lang tid å finne riktig posisjon.;5;29/05/2019;13.02
oldcirclefox;Peis på;5;28/05/2019;13.02
Tove Johansen;bra;3;25/05/2019;13.02
Hekre;enkel å bruke;5;23/05/2019;13.02
Anve Ramstad;funker topp mesteparten av tida. Er av og til noen små problemer;4;23/05/2019;13.02
mariwan ahmadi;Fått ny tlf, installert appen men kommer seg ikke videre fra tlf registrering biten.;2;23/05/2019;13.02
Chris Hansen;Ble logget ut og får ikke logget inn. Avinstallert og installert på nytt flere ganger. Rosa pil står bare og snurrer etter at man har trykket inn telefonnummer.;2;22/05/2019;12.03
trygve hagelund;Funker over alt!!;4;21/05/2019;13.02
jens lie;enkelt;5;20/05/2019;12.07
Manzar Din;fungerer veldig bra;5;19/05/2019;
Roger Jostein Landsverk;virker ikke;1;18/05/2019;13.02
Jens K. Vinner;Alt for høyt påslag i forhold til å betale på automat. Det blir dessuten ikke opplyst hvor mye mer man må betale via appen, annet enn første gang man laster den ned.;1;15/05/2019;13.02
Øzdemir Yilmaz;sparer tid.😀;4;13/05/2019;13.01
Elin Krohn;Enkelt og greit;5;12/05/2019;13.01
erik hoens;Can't update payment info, can't reach helpdesk, do not use. Won't recommend.;1;11/05/2019;13.01
Jan Steinar Røsting Brekke;Enkelt og greit!👍;5;11/05/2019;13.01
Jørgen Larsen;Største minus er ventetiden etter du stopper en parkering til sammendraget kommer opp. Unødvendig lenge.;3;09/05/2019;13.01
Ole kristian Krosby;ok;4;08/05/2019;13.01
olehenrik velstabråten;Veldig enkel app å bruke. Men er litt dyrere en å betale på automaten ved parkeringen;4;07/05/2019;13.01
zefrys94;knall app;5;06/05/2019;13.01
trygve jakobsen;fungerer bra;5;04/05/2019;13.01
austmar;veldig bra;5;30/04/2019;12.03
Jon Valen-Sendstad;Ok;4;30/04/2019;13.01
John Steine;Svært godt fornøyd.;4;29/04/2019;13.01
Gran Canaria;Genialt;5;28/04/2019;13.00
André Magnus Hansen;Nydelig!;5;27/04/2019;13.00
Hans Olav Myrtveit;Misvisende app, koster deg fort + 600,-;1;27/04/2019;13.00
Birger Rakvåg;er strålende fornøyd med denne appen;5;26/04/2019;13.00
En Google-bruker;Feilregistrering etter riktig takst gruppe er tastet inn og riktig adresse er komme opp app feil!?;1;25/04/2019;
Daniel Eide;bedre enn tinder;5;24/04/2019;13.00
John Steinsland;Lett å gjøre feil og ende opp med en saftig rekning. Betalte for 2 døgn og ikke 2 timer.;1;24/04/2019;13.00
Thore Songe-Møller;kjempe fornøyd,dette har gjort parkering enkelt.Kan bare anbefales👍😊;5;23/04/2019;13.00
Trond Bråten;veldig enkelt og greit.;5;23/04/2019;13.00
Audun Audun;Veldig lettvint å bruke, men sender meg smsvarsel selv om jeg har valgt å ikke ha det. I tillegg mottar jeg det 10 min før tiden går ut, selv om det tar mindre enn et minutt å forlenge tiden, med det resultat at jeg mottok 4-5 varsler da jeg brukte appen. Hvert varsel koster 1 kr, så for meg virker det veldig som en utrolig sleip måte å suge litt ekstra penger ut av brukerne av appen. I tillegg koster det faktisk mer å benytte seg av appen enn å betale på automatene!;2;20/04/2019;13.00
Per Ole Toresen;Bare funker.;5;18/04/2019;13.00
B A;Bruker mest batteri av alle appene mine selv om den sjelden brukes. Hvorfor går den i bakgrunnen konstant???;2;17/04/2019;11.06.01
Kyrre Midtlid;den sier at det skal oppdateres 6.75 MB. MEN RULLER FORTSATT VED 30 MB;1;17/04/2019;12.07
Trygve Olav Heidal;Fungerer nå som den skal 😁;5;16/04/2019;12.07
Asbjørn Myklebust;grei app;5;11/04/2019;12.07
Linda Vibeto;Strålende å slippe småpenger👌;5;11/04/2019;12.07
Jorun Riaunet Nilsen;lettvindt og greit!,;5;10/04/2019;12.07
Joakim Nordin;Virker perfekt!;5;08/04/2019;12.07
Elvira Afonina;Komfortabel.;5;06/04/2019;12.07
Ailo Aslaksen Kemi;Kan ikke brukes i Finnmark alta;1;05/04/2019;12.07
shahbaz ali;Veldig lett å bruke;5;02/04/2019;12.07
Romas stak;Ok;4;29/03/2019;12.06
Daniel Frantzen;Har opplevd å betale over dobbelt av det de som bruker betalingsautomaten  gjør en gang, så vær obs på det. Har også fått reklame-notifikasjoner fra appen, noe som er uønsket. Uten mulighet for å velge disse bort.  Appen i prinsipp er praktisk, men får jeg mye mer reklame så forsvinner den fra telefonen kjapt.;2;29/03/2019;12.07
Admir Kicka;😊😊😊;5;29/03/2019;12.07
Håkon Stickler;Så det sto at to faktor var kommet, men finner ikke ut hvordan jeg skrur det på?;4;28/03/2019;12.07
Sindre Ernst;Tipp topp! Enkelt og brukervennlig, med fine funksjoner som skreddersyr opplevelsen;5;27/03/2019;12.07
Markus Norstrøm;vanskelig å bruke da det ikke er noe brukerveiledning. lite positivt for min del.;3;26/03/2019;12.07
En Google-bruker;Bra 🙂;5;26/03/2019;
Morten Wang Kingell;Lenge leve enkelthet;5;25/03/2019;12.06
Even Christoffersen;Fikk feil parkeringsplass når jeg tastet koden på parkautomaten. Dobbeltsjekket desverre ikke at appen gjorde jobben sin så da ble det bot.;1;25/03/2019;12.06
Жюлвет Юсеин;veldig enkelt å bruke;4;23/03/2019;12.06
Kurt K;Kommer ikke alltid opp bytte av bil, så betalte på samboerens bil, fikk bot, å ingen hjelp å få når jeg ringte de.;1;21/03/2019;12.06
Synnøve Teigen;Enkelt, ryddig og greit 😊;5;21/03/2019;12.06
En Google-bruker;😊;4;20/03/2019;12.06
Kåre Andreas Bjørkli-Eriksen;Svært lite brukervennlig. Det er umulig å stoppe en parkering før utløpstiden. Du kan betale for 4min, men har du lagt inn 60min, må du BETALE for 60min. Selv om du vil avslutte etter 4min.;1;20/03/2019;12.06
En Google-bruker;veldig praktisk;5;19/03/2019;12.05
Bjørn Olav Sagen;fungerer utmerket;5;19/03/2019;12.06
En Google-bruker;veldig enkelt og påminner en på om når parkeringen går ut.;5;19/03/2019;12.06
Kim Taftø;Etter siste oppdatering kommer jeg meg ikke inn. står bara skriv inn mobilnummer og så er det stopp!;1;19/03/2019;12.06
MArkus Svensson;enkel og grei;5;18/03/2019;12.06
Kay Pedersen;Har gjort parkering mye lettere 😃;5;18/03/2019;12.06
Ståle Huatorp;Rigid selskap som lurer kundene sine. Og tegner du bedriftsavtale så er dem ufine ved oppsigelse.;1;18/03/2019;12.06
Petter Harald Juul;Lettvint og greit. Bra app.;5;17/03/2019;12.06
Kjetil Tvedt;Som oftest blir det billigere for forbruker med appløsninger som forenkler administrasjon. Men EasyPark har gebyr på 10%. Den har også en elendig GPS som kan bomme med mange hundre meter - men du får likevel bot.;1;15/03/2019;12.06
Morten H;appen kjører i bakgrunnen og tapper data og strøm, får ikke slått den av, selv om alle funkjoner er deaktivert, og om jeg tvinger avslutning, kommer d bare nytt varsel direkte etterpå, om at appen kjører i bakgrunnen. veldig plagsomt.;1;14/03/2019;12.06
En Google-bruker;bra app;5;14/03/2019;12.06
Mats D;Enkelt;5;12/03/2019;12.06
Nina Aspelumd;Lettvint og oversiktlig;5;11/03/2019;12.06
Aleksander Kjøndal Hansen;kjempe bra 😊☺;5;11/03/2019;12.06
Aksel Søttar Gjertveit;"På innstillinger - konto, har dere skrevet ""Konto detaljer"". Slikt skrives derimot i ett ord: kontodetaljer. I tillegg skrives ""app innstillinger"" med bindestrek mellom app og innstillinger. Det samme gjør ""push varsling"" og ""push påminnelse"". Her skal bindestreken være etter ""push"".";3;10/03/2019;12.06
Stefan Skogdalen;easy parking enkelt og greit;5;08/03/2019;12.06
Nils Olav Solum;Fungerer. 👍;5;07/03/2019;12.06
Håvard Karlsen;Fungerer knirkefritt hver gang.;5;07/03/2019;12.06
Lasse Hagen;Funker bare 👍😁;5;06/03/2019;12.06
Henriette FL;Får ikke opp parkeringene her i Tromsø, så må alltid sjekke koden på automatene. Hadde spart mer tid om parkeringsområde kom opp på kartet;3;05/03/2019;12.06
Ole Nicolai Høivik;helt super;5;05/03/2019;12.06
Lone Gamst Dahlberg;Helt i grei park app å bruke. kjempe bra at den sende en påminnelse på når tid er på tur å gå ut -i tilfelle man glemt å stoppe parkeringen når man e kjørt igjen. eneste som ikke gir den siste stjerna er at du ikke kan søke på parkerings nr. men må ha gps'n på før å få opp den vis du ikke vill leite dæ tulling i zoomen å gaten. :);4;04/03/2019;12.06
Hans Olsen;Bra funksjon. Søk på / inntasting av sone burde være mulig før GPS er aktiv.;3;02/03/2019;12.06
Levent Kocanoglu;Veldig bra;5;02/03/2019;12.06
Oddgeir Garnes;easy to use;5;01/03/2019;12.06
Magnus Nilssen;simpelt å lett 👍;5;01/03/2019;12.05
TOP O.P.;appen henger igjen og tapper strøm. må fysisk gå inn og trykke tving stopp. håper dette blir ordnet.;2;28/02/2019;12.06
En Google-bruker;Veldig enkel app å bruke til betaling for parkering. Anbefales!;5;28/02/2019;12.05
Olav Høidahl;Funker ikke med min OnePlus 6 med Android pie. Mye informasjon som ikke vises på skjermen, og appen kan ikke brukes pga dette.;3;27/02/2019;12.05
Kenneth Sunde;Fungerer bedre enn på lenge! Full score når appen skjønner at jeg drar fra parkeringsplassen..;4;27/02/2019;12.05
Ingarth Kallevik;enkel å bruke;5;27/02/2019;12.05
En Google-bruker;virker hele tida;4;27/02/2019;12.05
En Google-bruker;👍;5;26/02/2019;12.05
En Google-bruker;Enkel og grei parkeringsopplevelse. Veldig fornøyd! 😃;5;26/02/2019;12.05
En Google-bruker;veldig kjekt å slippe å surre med parkeringsautomater!;5;26/02/2019;12.05
Jan Erik Engeset;Enkelt og funker;5;25/02/2019;12.05
Maria Martinsen;👌;5;25/02/2019;12.05
Kjell Langerud;bra app;4;25/02/2019;12.05
Kjell Ødegård;super lett;5;25/02/2019;12.05
Mina Falao-Minster;Funker optimalt for min del. Litt kronglete å manøvre seg rundt i appen, men det er vel noe man venner seg til.;5;24/02/2019;12.05
Anne Sofie Skaufel;Brukt appen over en lengre periode men fikk bot. Stoler ikke på den. Avinstallert inn til videre.;1;24/02/2019;11.03.01
Henning Halvorsen;Funger veldig bra.;5;23/02/2019;12.05
tone johnsen;Veldig enkel og bra;5;23/02/2019;12.05
Silje Hagerup Mostervik;Veldig lettvint, kjekk å ha.;5;22/02/2019;12.05
Kristine Lofthus;Knirkefri parkering !;5;21/02/2019;12.05
Knut Arne Johansen;Bra;4;21/02/2019;12.03
Ove Nicolaus;Fikk parkeringsbot på 600 pga appen ikke fungerer som den burde. Spekulativt oppsett hvor du blir ledet gjennom systemet og du tror alt er i orden. Velger bil, velger tidslengde og klikker neste. Kommer til nedtellingsområdet. Står tidslengde og beløp. Klikker på stor knappen. Ingen beskjeder eller noe og tror da selvsakt at alt er i orden og det virker. Kommer tilbake og ser lapp på bilen, 600 kroner i bot for å ikke ha betalt. Nå har jeg slettet appen og vil for alltid hente lapp i automat.;1;21/02/2019;
Jan Gustavsen;Finner posisjon/parkeringsplass stort sett greit. Enkel å bruke. Fint å kunne forlenge parkeringstiden samt at du betaler kun for den tiden du er parkert.;4;20/02/2019;12.05
Zindagi Zebast;enkelt og greit;5;20/02/2019;12.05
En Google-bruker;topp . enkler kan det ikke bli;5;19/02/2019;12.05
Lajla T.;"Beste appen i ""verden""!";5;19/02/2019;12.05
Kenneth Aronsen Stormark;Enkel å bruke;5;19/02/2019;12.05
Jens-Petter Jensen;bra;3;18/02/2019;12.05
Æger;Bra;5;17/02/2019;12.03
Geir Danko Hammer;kjempe fornøyd....enkel og bruke;5;16/02/2019;12.05
Tore Kielland;Praktisk!;5;16/02/2019;12.05
Camilla Sundfjord Stornes;Gjør betaling for parkering mye enklere.;5;16/02/2019;12.03
En Google-bruker;Må ha;5;15/02/2019;12.03
Anders Vernfelt;enkelt helt topp;5;15/02/2019;12.03
Bjørn Eggen;Kan brukes på stadig flere steder, og man betaler bare for tida man bruker. Gir varsel når parkeringen nærmer seg tiden, dvs hindrer bøter.;5;15/02/2019;12.03
En Google-bruker;Det er veldig lettvint;5;15/02/2019;
En Google-bruker;Helt grei app. Mest misfornøyd at man blir trukket 3 kr av pdf faktura man ikke har bedt om. Den bare er på fra standard. Utenom dette ganske greit;4;14/02/2019;12.05
Kristoffer Riise;ok;4;14/02/2019;12.05
Fredrik Flesner;enkelt og greit;5;14/02/2019;12.03
Silvana Blakstad;Super fornøyd;4;14/02/2019;12.03
Thormod Eljevåg;Funker;5;14/02/2019;12.05
Vidar Halvorsen;Fantastisk app;5;14/02/2019;12.03
Zia Shakir Ali;Det er lett å bruke og ikke minst mindre stress;5;14/02/2019;12.05
Samuel Vingerhagen;Koster 3 kr å få tilsendt en simpel autogenerert pdf-faktura?? Får ikke tilbakstilt passord via sms, hvis teletorgtjenester er sperret.;1;14/02/2019;12.05
John A;Push-meldinger med direkte reklame kaller jeg søppel.;1;13/02/2019;12.03
Sondre Kareliussen;Fungerer for det meste, henger seg av og til og fungerer ikke alltid på video registrering;4;13/02/2019;12.03
Tommy Jansen;Bra;5;13/02/2019;12.03
Ellen Tytlandsvik;super app!!;4;13/02/2019;12.03
En Google-bruker;Ok;2;12/02/2019;11.08
Lærern Mopeders;Får feilmelding hver gang jeg logger inn. Fått ny mobil og får ikke brukt den.;1;12/02/2019;11.06.01
Tore Spangen;Funksjonen for kvittering sendt i PDF lar seg ikke skru av. Det er 3 kr i kostnad på parkering;1;10/02/2019;12.03
Bjørn Martinsen;møkk;1;09/02/2019;12.03
May Kristiansen;lettvint;5;08/02/2019;12.03
En Google-bruker;Virker av og til. Når det ikke virker koster det kr. 600...;1;08/02/2019;12.03
Veli Özdemir;Supert. Så lettvint.;5;06/02/2019;12.03
En Google-bruker;smart;5;06/02/2019;12.00
Bjørn Solheim;Tusen takk. ++++;5;04/02/2019;12.03
Martin Jacobsen;innovativ og bra tjeneste!;5;04/02/2019;12.03
Mojoe66;Jeg opplever bugs på appen, når jeg skal avslutte parkeringen så kan hjulpet med stoppen være helt blank, og jeg får ikke avsluttet. løsningen er da å tvangsavslutte appen for å gå inn på nytt!;2;01/02/2019;12.03
Olav Åge Buan;genialt verktøy i jobbsammenheng;5;01/02/2019;12.03
Bjorn Danielsen;easy ! peasy !;5;31/01/2019;12.03
En Google-bruker;Extremely poor solution. Slow working, charges you extra for receipt and not possible to login/register on their website.;1;30/01/2019;
Lars Willy Hanssen;fantastisk app;5;28/01/2019;12.03
Jan Gunnar Brattvang;gps fungerer dårlig. selv om det ser bra ut, kan man fort betale for feil sted og få en herlig bot...600kr anbefales ikke.;1;27/01/2019;12.03
Andreas Helgerud;89,- for en time om man brukte appen, 52,- for en time om man betalte med kort. Detta er svindel!!!!;1;26/01/2019;12.03
j. anders;Lar seg ikke stoppe. Oppdatert: Selve appen lar seg ikke stoppe - krever omstart av telefon;1;23/01/2019;12.03
Kenneth Salomonsen;Den skifter plutselig bil. Treg og ganske u-inovativ;1;18/01/2019;12.03
En Google-bruker;enkelt og greit helt topp👌;5;17/01/2019;12.03
Lakhwinderbir Singh;funger meget bra.;5;17/01/2019;12.03
Øivind Willassen;GPS la inn parkeringsplassen ved siden av den jeg parkerte på. Noe som medførte en bot. Opplever appen som lite pålitelig. Anbefaler ikke appen.;1;11/01/2019;12.02
Joachim Lous;Viser fremdeles ikke kart på Android 9;1;11/01/2019;12.02
Andreas Sivertsen;Fungerer ikke på siste versjon, Android 9;1;10/01/2019;12.02
Jørn E. Lundstad;Ubrukelig på Mate20pro. Android9. viser fremdeles ikke kart eller lokasjon.;1;09/01/2019;12.02
En Google-bruker;Fungerer utmerket 👍;5;05/01/2019;12.00
En Google-bruker;Tungvint å måtte gå ut av bilen og bort til betalingsboks for å forvisse seg om at min betaling er registrert på rett boks. Noe jeg har opplevd før, betalt for min parkering men easypark reg. på annen boks i samme område, fikk bot, ringte dere, men måtte betale boten, og de så at jeg hadde betalt.;3;04/01/2019;12.00
Christian Tuva-Stensland;fin å bruke, men Android vasler at den er på i bakgrunnen veldig ofte. usikker på hvorfor den gjør dette.;3;02/01/2019;12.00
kristtob;Varsler ikke når parkeringstiden går ut. på tross av at innstilt på det 15 min før.;1;02/01/2019;12.00
Roar Hauge;Må tvinge den til å avslutte hver gang jeg bruker den, irriterende. Har nå installer igjen etter litt tid uten for å se. må fortsatt inn å tvinge avslutning etter bruk, men starter seg selv igjen etter noen timer. Tømmer batteriet totalt. Samsung s9;1;30/12/2018;12.00
Espen Jensen;Enkel betaling for parkering. Fungerer bra.;5;28/12/2018;12.00
esben parker knutsmoen;ok;4;27/12/2018;12.00
Henning Stridsklev;Det går langsommere å registrere og er dyrere enn alternativet.;1;27/12/2018;12.00
Øyvind Hynne Karlsen;Fungerer helt ok;4;22/12/2018;12.00
Knut Jarle Olsen;Lett å bruke, sparer penger.;5;21/12/2018;12.00
En Google-bruker;Topp;5;20/12/2018;12.00
Sven Oskar Seim;Flott tidsbesparende p-løsning😊;5;18/12/2018;12.00
Olav;Trekker strøm fra mobilen 24/7. Har kontaktet kundeservice. Men de kan ikke forklare hvorfor dette er nødvendig.;2;17/12/2018;12.00
Sten M Helseth;Fungere veldi godt for oss og gjør parkering så. Mye enklere 😃😃;5;13/12/2018;12.00
Tore Danielsen;Veldig enkel og grei... 😊;5;13/12/2018;12.00
Rita;Veldig enkel og grei å bruke!;5;10/12/2018;12.00
harald søvik;Hvorfor bruker den strøm og går i bakgrunnen når jeg ikke bruker den?;3;06/12/2018;12.00
Tommy Smevold;Betalte 60kr. Fikk bot av qpark på 600. Går ikke ann å kontakte easypark. Jeg hadde gyldig parkeringstid. Dusteapp;1;06/12/2018;11.08
Bjørn-Ivar Johansen;Gps angivelse ikke til å stole på. Styr unna.;1;05/12/2018;11.06.01
Per Gimre;Appen er meget bra. Har brukt den i flere år. Det eneste jeg ser at det kun lar seg parkere et kjøretøy om gangen, da vi har to kjøretøy på samme brukerprofil. Burde latt seg gjør at vi kunne starte parkering med kjøretøy Nr. 2 samtidig, uten å avslutte eksisterende parkering først, ellers bra.;5;03/12/2018;11.08
Tove Walczyk;gull;5;03/12/2018;11.08
Ingunn Eidsaa;Meget bra - gjør parkering enkelt. Og en slipper å være redd for parkeringsbøter, da appen varsler når parkeringen begynner å løpe ut. Brukt appen i vel ett år nå.;5;30/11/2018;11.08
Tom Finbraaten;Innmari enkelt.;5;29/11/2018;11.08
Øyvind Røkenes;Enkel å bruke og lett å forstå. Gjør parkeringen veldig mye lettere.;5;29/11/2018;11.08
TMO;EasyPark er en helt fantastisk app, men den siste mnd då har jeg ikke hatt mulihet til å kunne gå videre etter jeg har snurret på hjulet. Appen vil jeg skal legge til en betalinfsmetode selv om jeg har gjort det flere ganger.;4;29/11/2018;11.08
Mariann Oden;Er veldig fornøyd med appen i utgangspunktet, men i det siste har den begynt å logge meg ut automatisk mellom hver gang jeg bruker den. Det er litt frustrerende 😳 Men bortsett fra den lille greia, så syns jeg appen er veldig bra 😊;4;28/11/2018;11.08
Øystein Heggelund;Enkelt og greit,;5;28/11/2018;11.08
Ludde og Mats;Dette er en 'must have' app;5;23/11/2018;11.08
Roar Berntsen;Appen fungerer ikke. Sluttid er feil.;1;23/11/2018;11.04
Arild Medhus;Veldig bra, men skulle gjerne hatt et bedre varslingsystem for om du glemmer å stoppe parkeringa;4;22/11/2018;11.08
En Google-bruker;Det kommer hele tiden opp varsel om at easypark går i bakgrunnen, selv om den ikke er i bruk og selv om du har logget deg helt ut. Grunnen er at appen bruker posisjon hele tiden, selv når du sitter på toget. Veldig irriterende app. Meldt fra om feilen flere ganger til kundeservice. Og prøvd å installere appen på nytt flere ganger uten at feilen blir borte. Anbefales ikke.;1;14/11/2018;
Jan Rune;"Tenk deg nøye om før du gir kortinfo til EasyPark! Jeg fant nylig ut at jeg har blitt trukket nærmere kr. 1200,- i løpet av de to årene (et lite beløp hver mnd) som har gått siden jeg installerte appen og la inn kortinfo. Merk at det ikke er trukket et øre for parkering, siden jeg ikke har brukt appen (jeg syns den var dårlig og avinstallerte rett etter jeg først installerte), så alt er trukket som en ""avgift"" for å simpelthen være registrert i en såkalt ""ordning"". EasyPark svarer ikke på e-post der jeg har spurt om hvilken ordning det er snakk om, eller om de kan vise til at jeg har meldt meg inn i en slik betalt tjeneste med viten og vilje. For øvrig tar de også gebyr for å sende ut faktura på e-post. Spekulativt og useriøst (som parkeringsselskap flest). Mitt råd er å styre unna.";1;13/11/2018;
Laila Helle;Får ikke åpnet appen;1;12/11/2018;11.07
Roger Bråthen;Har Android og får ikke sett hvor lenge jeg har gyldig parkering når jeg snurrer hjulet. Har slette og instalert uten at det ble bedre.;1;09/11/2018;11.07
Jan Christer Uthus;Hvorfor står det på engelsk når jeg avslutter parkering? Og hvorfor kommer det masse meldinger etter at parkering er avsluttet? Trenger ikke melding etter jeg har avsluttet inne på appen. Oppdatering!!;2;06/11/2018;11.07
Svein Anton Johansen;Meget bra;4;05/11/2018;11.07
Kristian Winsjansen;Beste parkeringsappen jeg har vært borti. Veldig enkel å bruke 👏;5;03/11/2018;11.06.01
Jan Ove Hasseløsæter;Jeg føler EasyPark skylder meg 600,- nok. Jeg valgte bil, valgte sone, satte ønsket tid og trykte 'Start parkering'. Lukket telefonmappa og gikk til tannlegetimen min. Da jeg kom ut hadde jeg fått bot. Sjekket appen og tydeligvis betyr ikke 'Start parkering' knappen at man starter parkeringa. Mildt sagt forbanna. Jeg fant ut at tydeligvis må man velge bil på nytt ETTER at man trykker 'start parkering' SELV OM man allerede har valgt bil. FJERN DENNE ULEMPEN! Jeg forventer at parkeringa starter når man har valgt bil på forhånd og trykker knappen som skal starte parkeringa! Dette funket før! SKUFFA! Føler meg svindlet!;1;02/11/2018;10.08
Jan Olav Rasmussen;Funker bra;5;02/11/2018;11.06.01
Richard Kielland;Kunne vært bedre funksjonalitet dersom man skal finne parkeringsplass på kartet, uten å ha posisjonstjeneste påslått;4;02/11/2018;11.06.01
Kojin Aso Said;Veldig bra app, men problemet er at jeg ikke kommer inn på den engang;1;02/11/2018;11.06.01
Atle Magnussen;Alvorlig talt, når en telefon er satt til engelsk så fungerer ingenting som det skal. Litt utdypende: skulle finne 10151 (elbil lading) ble foreslått Canada somwhere. Skifta telefonens språk til norsk så kom det seg. Hvorfor bruke språk sånn? dere har jo tydelig tilgang til telefonens lokasjon.;1;02/11/2018;11.06.01
Kristoffer Skogseid;Sender egenreklame på push uten mulighet til å skru dette av.;2;27/10/2018;11.06.01
Helge Osland;Ren svindel. Fikk bot fordi appen viste feil lokasjon og ved klage legger selskapet alt ansvar på meg og tar ikke noe ansvar for at appen er unøyaktig.;1;26/10/2018;11.04
Dan Erik Enga;Was working fine before, but now I need to log in with every time with new code received on text message.;2;24/10/2018;11.06.01
En Google-bruker;Enkel i bruk. Veldig grei å bruke med Eon hurtigladere i Danmark!;5;20/10/2018;11.06.01
Bjørn Thorer Nitteberg;Søppel, fikk bot allikevel :(;1;19/10/2018;11.06.01
Roger Selsås Halleråker;Man må betale ekstra gebyr i tillegg til parkeringavgiften. Så det blir dyrere..;1;18/10/2018;10.07
En Google-bruker;Lett og enkel i bruk;5;18/10/2018;11.06.01
Per Erik Brenn;Elendig;1;17/10/2018;11.06.01
Tom Nilsen;Helt genial. Funker nesten over alt.;5;16/10/2018;11.06.01
En Google-bruker;👍;5;15/10/2018;11.05.01
Leif-Christian Andresen;Virker rett og slett ikke, får ikke mottatt aktiveringskode. Prøvd på to forskjellig nr med forskjellig opereatør. Nada.;1;14/10/2018;11.05.01
En Google-bruker;Har sluttet å bruke denne appen, da den tar betalt der det er gratis. Og klage har ikke noe for seg, da easypark ikke følger opp.;1;09/10/2018;11.05.01
Christian Andresen;Elendig app. Ekstremt dårlig posisjonstjeneste;1;05/10/2018;11.05.01
Paal Aagaard;Har ikke fått noe ut av appen ennå.;1;05/10/2018;11.05.01
Geir Nordbø Abrahamsen;Fungerer som forventet. Ingen problemer;5;30/09/2018;11.04
Mathias Hansen;Selv om man betaler så kan man bli fakturert fra parkering firma. Parkette i Bodø hos en plass til Acpoapark å ble fakturert selvom jeg sendte dem kvittering fra Easypark.;2;26/09/2018;11.04
Christine Jordet;Stoppet opp og bytter steds navn eller parkering utenatt du ser det selv. Fått to bøter i det siste pga feil med app;1;25/09/2018;11.03.01
Mary Johannessen;Uhorvlig uprofesjonelt, man får bøter selv når man betaler og når man ringer for å snakke med de, starter man en samtale og når spørsmålene blir for vanskelige for de bare slutter de å svare og venter på at du skal legge på! Kjenner jeg blir ordentlig forbanna av å at det er så uprofesjonelt!!;1;12/09/2018;11.03.01
Bror;Unngå. Bortkastet tid. Finn en annen parkering.;1;09/09/2018;11.03.01
Petter Unneberg;Dette er blitt en av de dårligste appene. Bruker data i bakgrunnen, selv om jeg har deaktivert alt. På to dager uten at jeg har brukt den, så har appen brukt nesten 1 kb i bakgrunnen.;1;07/09/2018;11.03.01
larenzo Skjelfjord;Elendig app. Posisjon fungerer ikke og du ender lett opp med å betale parkering på feil plass. Utfall....bot!!;1;31/08/2018;11.03.01
Ole Kristian Stensrud;Fikk svar på kommentar, og fungerer bra igjen etter oppdatering! Helt topp, brukes hvertfall ukentlig 👌🏻 ------------- Fungert bra i lang tid, men på P20 pro fungerer den ikke, hele skjermen blir forskjøvet opp.;5;29/08/2018;11.03.01
Jan Erik Kasin;Appen har dessverre blitt dårligere. Tastet inn nummeret som står på betalingsautomaten men da kommer det kun parkeringer i USA opp? Appen fortsetter også å kjøre i bakrunnen slik at man må tvinge den til å avslutte. Dere burde kanskje ta en opprydning.;2;28/08/2018;11.03.01
En Google-bruker;Bruker app-radio i bil.Får ikke stilt inn tiden. Kan dere fikse dette?;3;23/08/2018;11.03
En Google-bruker;Glemte å sende meg varsel..fikk bot;1;23/08/2018;11.03
Stein-Inge Kummeneje;Etter siste oppdatering kjører appen konstant i bakgrunnen og tar opp minne. Deal breaker. Avinstallerer nå.;1;23/08/2018;11.03
hieu minh nguyen;"Den tar jo betalt for hele tiden man har valgt selvom om man kommer ut og 
avslutter parkeringstiden lenge før tide";1;20/08/2018;11.03
Roger Farstad;Etter siste oppdatering finner den ingen parkeringsplasser på kartet;2;18/08/2018;11.03
Torunn F;"Styr unna, app vil godta og ta betalt selv om du står på feil 
parkeringsplass. IKKE TIL Å STOLE PÅ!!!";1;16/08/2018;11.01.02
En Google-bruker;Enkel og brukervennlig, lett måte å betale parkering på;5;14/08/2018;11.01.02
Alex Tonning;Supert;5;13/08/2018;11.01.02
Vidar Odden;Svindel mye dyrere enn å bruke automater.;1;13/08/2018;11.01.02
En Google-bruker;"15% EKSTRA kostnad ved betaling med app istedenfor direkte på automaten. 
Det kalles SVINDEL !";1;12/08/2018;11.02
Leif Gunnar Toth;"Styr unna!!! Dyrt å bruke, og det tar MYE mer en 30 sek å laste ned og 
registrere seg!!! I tillegg kjører appen i bakgrunnen KONSTANT, og dermed 
sluker strøm!!!";1;12/08/2018;11.01.02
Øyvind Øvrebø;"Selv om appen ikke er i bruk så bruker den alt for masse strøm. Tapper 
batteriet mangen %";1;10/08/2018;11.01.02
Nina O;"IKKE bruk denne appen. Den er utrolig dårlig på og finne riktig parkering 
på gps. Har nå fått 2 bøter for at jeg har betalt parkeringsbillett på en 
annen parkering enn jeg FAKTISK stod på. Skal aldri bruke den dritrappen 
for å parkere igjen. Da skal jeg heller leite som en hauk etter en automat!!";1;05/08/2018;11.01.02
Tonje C;"Registrert ikke El bil og om det da er gratis parkering eller ikke. Pluss 
betaler mer enn man må";2;05/08/2018;11.01.02
