userName;content;rating;date;reviewVersion
Jarmo Uusitalo;Nyt toimii mainiosti Rovaniemelläkin katupysäköinnin maksamisessa.;5;2016-12-24;3.27
Esa Kemppainen;Parkkimaksun maksaminen on tehty helpoksi. Eli toimii. Uusi kampanjakoodi on YDVX (asennuksen yhteydessä syötettäessä saa 10€ ilmaista parkkiaikaa).;5;2016-12-23;3.27
Raine Hannuksela;Sata kertaa parempi tapa, kuin kävellä maksuautomaatille. Ilmainen pysäköinti XCTCQ;4;2016-12-22;3.27
Toni Tuominen;Toimii kuten lupaakin eikä tarvitse enää juosta kolikkojen kanssa lippuautomaatille. Koodilla 3ZNR 10€ ilmaista parkkiaikaa.;5;2016-12-22;3.27
Olli Liikanen;C5B2 koodilla ilmaista pysäköintirahaa;5;2016-12-21;3.27
Petri Lehmus;Näppärä sovellus, koodilla CgNXQ saat 10e pysäköinnin lahjaksi.;5;2016-12-16;3.27
levi waaraniemi;Ei tarvitse enää juosta parkki automaattiin. Voi jopa maksa lapsesi tai kaverin parkki maksut etäänä! Jos haluat 10€ ilmaista parkki raha käytä koodi : 1G68Q;4;2016-12-15;3.27
Juho Koskimäki;Hyvä sovellus ja ilmaiset 15e koodilla QU2S;5;2016-12-14;3.27
Mika Karttila;Hienosti toimii. Ei ylimääärisiä maksuja. Tästä ilmaista parkkiaikaa DLMSQ;5;2016-12-13;3.27
Mia Aarni-Heera;Aiemmin hätäilin onko kolikot/kortit mukana, että saa auton pysäköityä. Nyt helppoa pistää auto parkkiin ja aloittaa ja lopettaa maksu puhelimella. Ja parasta on, että ei tarvitse kesken palaverin juosta lisäämään parkkiaikaa. Ilmainen pysäköinti (jopa 10 e) uusille koodilla 6BDA.;5;2016-12-13;3.27
Samu Huttunen;Toimiva sovellus kaikin puolin. Ps. Ilmaista pysäköintiä alennuskoodilla TG4WQ;4;2016-12-12;3.24
Hafid Bile;Koodilla 66V5 10€ ensimmäiselle parkille. Muista käyttää se kerralla loppuun muuten menee tarjous hukkaan;5;2016-12-07;3.24
Zaria G;Helppo käyttöönotto ja helppo käyttää. Koodilla BQQ7 saat ilmaista pysäköinti aikaa.;5;2016-12-04;3.24
Markus Orava;Aivan loistava! Enää ei tarvitse ravata pysäköinti mittarilla. Ladatkaa niin koodilla: KW3R saatte 10€ ilmaista pysäköintiaikaa.;5;2016-12-04;3.24
Eveliina Alkula;Saat ilmaisen pysäköinnin 10e asti :);5;2016-12-03;3.22
Janne Nieminen;Toimii hyvin;5;2016-12-01;3.24
Ossi Viitanen;Koodilla VRW1. 10 euroa ilmaista pysäköinti aikaa.;5;2016-12-01;3.24
Hejr-Hese Maihoub;Koodilla Q1NM saat 10€ ilmaista parkkiaika.;3;2016-11-28;3.24
Tomi Karhunen;Kätevä ja helppokäyttöinen. Alkoi ärsyttämään toimimattomat parkkiautomaatit, niin tämä näyttää toimivan eikä tarvitse vesisateessa ihmetellä miksei parkkiautomaatti hyväksy korttia/kolikkoa. 10€ pysäköintirahaa koodilla JPHP;5;2016-11-23;3.24
Googlen käyttäjä;Näyttää väärin pysäköintivyöhykkeet! Softassa edelleen vanhat kartat ja tarjoaa sijainnin perusteella kakkosvyöhykettä, vaikka liikennemerkit on ykkösvyöhykettä. Helsinki;2;2016-11-23;3.24
Jaana Pukis;Mahtava... käytä koodia AS6A, voit saada 10€ ilmasta parkkia;5;2016-11-22;3.24
Ville Moilanen;Kilpailijalta siirryin tätä sovellusta käyttämään. Käyttöönotto onnistui ihan lennosta ja pysäköin ilmaiseksi. Tällä promokoodilla 10€ ilmaista pysäköintiaikaa - KY8VQ;5;2016-11-21;3.24
Googlen käyttäjä;6CFR;5;2016-11-18;3.24
Pasi Lehtinen;Aivan mielettömän kätevä sovellus ja toimii lähes kaikkialla. Enää ei tarvitse pitää kolikkoja taskun pohjalla, etsiä automaatteja ja kuluttaa turhaa aikaa. Tällä koodilla 10€ ilmaista parkkirahaa YQ7V;5;2016-11-18;3.24
Googlen käyttäjä;Kätevä ja helppokäyttöinen sovelllus .Koodilla  EV5R  saat 10e ilmasta pysäköintiä;4;2016-11-17;3.24
Googlen käyttäjä;Kätevä sovellus! Kampanijakoodi jolla saat 10e ilmasta pysäköintiä koodi: BNA4;4;2016-11-17;3.24
JJK PAAVILAINEN;Tällä ilmaista pysäköintiaikaa tyv9;5;2016-11-16;3.24
Joonas Metsälä;Kampanja koodi 85QV saat ekan pysäköinnin maksutta max 10€;5;2016-11-16;3.24
Toni Leinonen;Tällä kampanjakoodilla ilmaista parkkiaikaa jopa 10e asti!! YE3U;5;2016-11-16;3.24
Salla Elovirta;Ollut nyt käytössä vuoden, kun kilpaileva sovellus lakkasi toimimasta. En ole tästä enää aikeissa vaihtaa pois, toimii moitteettomasti. Ja koodilla T64Z 10€ ilmaista parkkirahaa, toimii!;5;2016-11-15;3.24
Marko Haverinen;Tilitiedot sovelluksesta hävisivät yhtäkkiä jonnekin (siis tuo kuvassa näkyvä yläpalkki ei näy) Käyttöjärjestelmä Android 4.3. Puhelin Samsung S3. Korjatkaa!;1;2016-11-15;3.24
S A;Kannattaa ladata. Aivan täydellinen sovellus. Koodilla AL8T 10€ pysäköintirahaa kirjautuessa.;5;2016-11-14;3.24
Perttu Piispanen;Erittäin hyödyllinen sovellus jota on helppo käyttää. Ei maksa turhasta kun voi säätää milloin maksaa/ei maksa parkista.;5;2016-11-13;3.22
Olli-Pekka Lehti;Minkä ihmeen takia pysäköinti maksaa aina noin 50% enemmän kun sovellus ilmoittaa ennen pysäköinnin aloittamista?;2;2016-11-11;3.24
Samuli Sainio;Helpottaa pysäköimistä hurjasti! Maksat vain siitä ajasta minkä autosi oli pysäköitynä - et enää maksa turhasta. Jos haluat saada 10€ arvoisen pysäköinnin, käytä toki koodia 3JMJ.;5;2016-11-10;3.24
Mikko Lattu;Selkeä ja toimiva sovellus. Koodilla M54L kympillä ilmaista pysäköintiaikaa.;4;2016-11-10;3.24
Tuula Hakkarainen;WRWT koodilla ilmainen pysäköinti käytössäsi.;4;2016-11-09;3.24
Google Käyttäjä;Ajaa hyvin asiansa. Koodilla HCKVQ saat 10 eurolla ilmaista pysäköintiaikaa.;5;2016-11-05;3.23
Johannes Virtanen;Koodilla KGTVQ 10 € ilmaista pysäköintiä uudelle käyttäjälle.;4;2016-11-03;3.23
Mikko H;Koodilla MHKTQ saat 10e pysäköintirahaa kun lataat itsellesi Parkmanin. :);5;2016-11-02;3.22
Googlen käyttäjä;Sovellus haluaa toistuvasti parantaa paikannuksen tarkkuutta, riippumatta siitä että pyyntöön vastaa ei koskaan. Miksi ihmeessä pysäköinnin käynnissä ollessa pitää paikantaa oma sijainti, ja odotella turhaan, ennen kuin pysäköinnin voi päättää.;3;2016-11-02;3.23
Jukka Ahola;Vielä kun olisi L.pr myös mukana.;5;2016-11-01;3.22
Aleksi Lahdenmäki;Toimiva sovellus selkeällä ulkoasulla! Eikä tarvitse alkaa keräilemään kolikoita keskikonsolista;5;2016-10-27;3.22
Olli-Pekka Hämäläinen;Tosi hyvä! Helpottaa parkkeerausta koska kolikoita harvemmin mukana. Kirjoita koodi RN7E saat ilmaisen pysäköinnin!;5;2016-10-26;
JJ Heppa J;Ei mitään moitittavaa. Ei tarvitse enään etsiä kolikoita.                               Laita koodi  KYVB ja saat 10€ ilmaista parkkiaikaa!!;5;2016-10-25;3.22
Googlen käyttäjä;Toimii hyvin. Koodilla QYY7 ilmaista parkkiaikaa 10 eurolla!;4;2016-10-20;3.22
Tero Koivula;5/5 sovellus. Ei valittamista. Älyttömän hyödyllinen esimerkiksi Tampereella. Ei tarvi enää raahata kolikoita autossa. Koodilla CVU2 ilmaista parkkirahaa sinulle ja minulle. Olkaa hyvät ja kiitos.;5;2016-10-19;3.22
Otto Öhman;Saat 10€  ilmaiseksi koodilla 8H5N. Helpottaa elämää kun ei tarvitse enää kantaa kolikoita mukana.;5;2016-10-17;3.22
Saku Hotari;T7WM koodilla saat 10€ ilmaista pysäköintiaikaa;5;2016-10-17;3.22
Markus Peltomäki;Mahtava sovellus. HYN9 koodilla ilmainen 10€ pysäköinti vielä;5;2016-10-15;3.22
Juha Melartin;Toiminut jo vuoden ilman yhtään ongelmaa. Myös 2 auton kanssa helppo käyttää. Helsingin alueella valitetavasti useita paikkoja, joissa ei voi käyttää, vaikka kilpailijaa voisi.;5;2016-10-15;3.22
Kari Hämäläinen;10 e ilmaista parkkiaikaa koodilla 5C3FQ kun liityt Parkmaniin. Kätevä sovellus kun harvemmin itsellä sattuu käteistä olemaan mukana kun sitä tarvisi.;5;2016-10-10;3.22
Googlen käyttäjä;Koodilla 7LPY 1 ilmainen parkkeeraus! :);5;2016-10-08;3.22
JAAHAS;Tosi kätevä sovellus. 46R8 jos joku haluaa 10 e lisää.;4;2016-10-02;3.22
Mika Tuononen;Alennuskoodi on 5T4A;4;2016-10-01;3.22
Lauri Hautala;Loistava sovellus! Ilmaista parkkiaikaa koodilla 2SKK !;5;2016-09-30;3.22
Sara Roiha;10€ ilmaista pysäköintiaikaa koodilla FJM7;5;2016-09-29;3.22
Toni Hirvonen;Lataa sovellus ja käytä alennuskoodia! Saat ensimmäisen pysäköintisi ilmaiseksi max 10€! PJHFQ;5;2016-09-28;3.22
Jyry;Koodilla Q8X1Q saamme molemmat 10€ ilmaista pysäköintiaikaa. Sovellus on hyvä, ja ilmainen pysäköinti sitäkin parempi. Suosittelen!;5;2016-09-27;3.22
Severi Tuominen;Mun koodilla QJP8Q saat 10€ ilmasta parkkiaikaa. Helppokäyttönen ja kätevä parkkisovellus. Löytää parkkipaikat pienemmiltäkin paikkakunnilta.;5;2016-09-26;3.22
Heikki Haataja;Ilmainen 10€ pysäköintirahaa kun laittaa koodin CJ93Q;4;2016-09-23;3.22
Tony Sandell;Erittäin näppärä sovellus. Syöttämällä koodin NA7U saat 10€ ilmaista pysäköintiaikaa.;5;2016-09-23;3.22
Olli-Pekka Hakala;Koodilla SS2H saat 10€ ilmaisen parkkeerauksen kirjautuessa 😊;4;2016-09-23;3.22
Netta Kallio;Kun alotat parkmanin käytön, koodilla saat 10€ parkkirahaa. Hyvin toimii!;5;2016-09-22;3.22
Markus Stenström;Koodilla UZ1U saat 10 € ilmaista parkkiaikaa.;4;2016-09-21;3.22
Jouni Paasirova;Loistava sovellus. Koodilla 2JXK saat 10 euroa ilmaista parkkiaikaa.;5;2016-09-21;3.22
Jii Pee;Tuntuu toimivan ihan ok. Koodilla KWH8Q 10€ parkkirahaa.;5;2016-09-16;3.22
Jukka-Pekka Saarenkari;Pistä rekisteröityessä koodi X945 niin saat 10€ ilmaista parkkiaikkaa!;5;2016-09-15;3.22
Tapio Järvinen;10€ ilmaista pysäköintiä kampanjakoodilla 29CX;5;2016-09-14;3.22
Googlen käyttäjä;Helppo ottaa käyttöön, pysäköintiaikaa voi pidentää puhelimella ja pysäköinnin voi katkaista lähtiessä, jolloin ei maksa liikaa. Alennuskoodilla REZB saa 10e ilmaista pysäköintiä.;5;2016-09-12;3.22
Rami Wehka-aho;7ZPR koodilla 10e parkkirahaa;5;2016-09-11;3.22
Kari Kaarne;Kaikki allaolevat kehut kokolailla paikkansa pitäviä. Koodilla BK3P kympillä ilmaista parkkiaikaa meille molemmille👍;5;2016-09-07;3.22
Juha Rajala;Kätevä;5;2016-09-02;3.22
Juha Hyvönen;Tolkuttomasti ilmaista pysäköintiaikaa rekistöityessä käytä koodia R1GY niin johan toimii.;5;2016-09-01;3.22
Tapio Salminen;Toimiva;5;2016-08-31;3.22
Jenni Ahola;Suosittelen kaikille. Koodilla K26Z saa 10€ ilmaista parkkirahaa!;5;2016-08-30;3.22
avhc666;Aina on parannettavaa mutta jo nyt erittäin hyvä ja suositeltava sovellus;4;2016-08-29;3.22
Aleksi Rinne;Ehdoton, kun minimiparkkiaika on yli sen mitä tarvitset. Myös parkkipaikkojen etsiminen helpottui! Koodilla BLUBQ saat 10€ parkkirahaa.;5;2016-08-28;3.22
Aku;Koodilla GXE2;5;2016-08-26;3.22
Tuire Rosenqvist;Koodilla AG86 10€ ilmaista pysäköintiaikaa.;4;2016-08-25;3.22
Googlen käyttäjä;Toimii, kuten pitääkin. 10€ alennus koodilla R8WL;4;2016-08-24;3.22
aki90l;10e ilmaita pysäköintiaikaa koodilla: Z1KU;5;2016-08-24;3.22
Niko Tolonen;Tällä koodilla 10e ilmaista pysäköintiä. LD81Q;4;2016-08-23;3.22
Kimmo Koski;koodilla 6C3V 10€ ilmaista pysäköintiä;4;2016-08-23;3.22
Googlen käyttäjä;Koodilla XD8W;5;2016-08-17;3.22
Googlen käyttäjä;8NLV - koodilla 10e Ilmaista parkkiaikaa.  syötä koodi kirjautumis vaiheessa alennus koodi kohtaa.;5;2016-08-15;3.22
Jyri Vaahtolammi;Kätevä! Koodilla W3GP saa 10 eurolla parkkirahaa.;5;2016-08-15;3.22
Toni Nevalainen;Hyvä ja kätevä. 786NQ -koodi rekisteröityessä  ja saat 10 e pysäköintiaikaa.;4;2016-08-14;3.22
Kasimir Välimaa;Koodilla BXNQ 10€ parkkirahaa!;5;2016-08-14;3.22
tr tr;Ohjelma ei osaa kääntää näyttöä jos tabletti on vaaka-asennossa. Käyttökelvoton autossa jossa tabletti on kiinteästi asennettuna vaakaan.;2;2016-08-13;3.22
Matti Partanen;ES46 10€ pysäköintiä..;5;2016-08-10;3.22
Sarianne Leimu;Koodilla JJ3D saa 10€ ilmaista parkkiaikaa rekisteröityessään sovellukseen.;5;2016-08-09;3.22
Timo Ihamäki;Näppärä parkkisovellus ja muistutus lopettaa pysäköinti on myös hyvä ominaisuus. Koodilla NJ9X 10e arvoinen pysäköinti sovelluksen asennettuasi!;5;2016-08-09;3.22
Joonas Kaukoranta;Erittäin helppokäyttöinen ja aikaa säästävä sovellus. Koodilla LXYZ saa 10€ ilmaista parkkiaikaa.;5;2016-08-09;3.22
Santeri Suomi;Käytä kampanjakoodi 2BQY saadaksesi ilmaisen parkkeerauksen.;5;2016-08-06;3.22
Harri Hakkarainen;Helppokäyttöinen sovellus, johon saat koodilla CTNB ilmaista pysäköintiaikaa :);4;2016-08-05;3.22
Sanni Loponen;Tosi kätevä. Ei tarvitse kaivella kolikoita automaattiin ja huolehtia parkkiajoista. Koodilla QM2A saat liittyessäsi 10€ ilmaista pysäköintirahaa!;4;2016-08-04;3.22
Eetu Marttinen;Helppokäyttöinen. Koodilla HGQG 10€ ilmaista pysäköintirahaa! 😊;4;2016-08-04;3.22
Janne Rinne;50 sentin pysäköinti maksoi teidän kautta 94 senttiä.;2;2016-08-03;3.20
Jimi Järvinen;PPY4;5;2016-08-03;3.22
Teemu Korhonen;Todella helppo ja nopea tapa maksaa parkkimaksut. Koodilla D8MU saat 10€ ilmaista parkkirahaa.;5;2016-08-02;3.22
Sari Tommiska;Loistava ja helppo, eikä tarvitse maksaa turhaan ylimääräistä, suosittelen! Koodilla J39B ilmainen pysäköinti ( 10e);5;2016-08-02;3.22
Henri Laitinen;Tästä pysäköintirahaa 10e koodilla JUNH, ole hyvä! :) Aivan mahtava sovellus ja pysäköinti ei voi tulla tämän helpommaksi. Suosittelen!;5;2016-08-01;3.22
Esko Mäenpää;Paras parkkisovellus mitä löytyy. Koodilla 389C saat 10€ ilmaista parkkirahaa!;5;2016-07-31;3.22
Jaana Kontkanen;Koodilla HNS2 saat ensimmäisestä pysäköinnistä 10 euron alennuksen.;4;2016-07-30;3.22
Risto Alakoski;Kampanjakoodi Z4D3;3;2016-07-28;3.22
Jari Lusikka;Koodilla   ZQLB   saat 10 € ilmaisen pysäköinnin.;5;2016-07-26;3.22
Kirsi Söderberg;Loistava sovellus ja helppo käyttää! Saat 10 euroa parkkirahaa koodilla 53RY;5;2016-07-26;3.22
Jaakko Tapio;Harmikseni huomasin, että parkman ei toimi Jyväskylässä, mutta onneksi kuitenkin toimii Tampereella, jossa pääasiassa asioin. Koodilla 154CQ 10€ parkkirahaa;5;2016-07-25;3.22
Sari Kouhia;Testattu Helsingissä. Erittäin helppo ja toimii. Ilmaisen 10 e parkkikerran saat koodilla M62p.;5;2016-07-25;3.22
Laura Mansikka;Hyvältä vaikuttaa. Koodilla SCM7 saat 10 € alennuksen ensimmäisestä pysäköinnistä!;4;2016-07-23;3.22
Aleksi Böckerman;6K9W koodilla ilmaista parkkiaikaa;5;2016-07-22;3.22
Timo Ryhänen;Koodilla 74BW 10 € arvosta parkkiaikaa;5;2016-07-21;3.22
Googlen käyttäjä;U9DM koodilla ilmainen pysäköinti!;5;2016-07-14;3.22
Marko Simonen;Koodilla SZVG saat 10€ parkkirahaa, kun rekisteröidyt.;5;2016-07-14;3.22
Juha Viheriäkoski;10€ ilmaista pysäköintirahaa KAMPANJAKOODISI  NRC6;4;2016-07-12;3.22
Jenna Järvinen;ilmaista parkkiaikaa 10 euroa kampanjakoodilla MME7;4;2016-07-10;3.22
Heidi Tabletti;Paypal maksaminen luottokortin lisäksi please ...;4;2016-07-10;3.22
Timo Elomaa;Toimii useammallekin autolle. Helppo lisätä. 10e ilmainen parkki kampanjakoodilla QNPD;4;2016-07-08;3.22
Tero Mantela;V87F Ilmaista parkkiaikaa kympillä;4;2016-07-06;3.22
Jenna Pyymäki;NS9B;4;2016-07-05;3.22
Tino Saarenpuro;10€ ilmaista parkkirahaa koodilla: WPZ3;5;2016-07-02;3.22
jani ovaskainen;Koodilla HQ3B 10 euroa ilmaista pysäköintiä.👍;4;2016-06-21;3.22
Millariina V;Sovelluksesta oli mainos maksuautomaatissa: Eka parkkeeraus on ilmainen koodilla. Minulla ei ollut kolikoita, joten latasin sovelluksen käyttääkseni tarjousta. Asennuksen jälkeen ilmeni, ettei sovellusta voi käyttää ennen kuin mainostarra on saapunut postissa ja olen liimannut sen tuulilasiin. Ilmaista parkkia ei siis saanut heti. Auto oli lainassa kaverilta, joten tarraa ei voi muutenkaan liimata kysymättä. Lisäksi parkkiaika käynnisty heti vahingossa itsestään, eli ilmainen parkkeeraus meni hukkaan.;1;2016-06-19;3.21
Agakonna;Koodilla NJVH 10€ ilmaista parkkiaikaa;5;2016-06-15;3.20
Antti Tuuri;Loppui se automaattien etsiminen ja kolikoilla näpertäminen. Kampanjakoodilla P7EZ saat 10 eurolla pysäköintiaikaa.;4;2016-06-14;3.20
Juha Niemi;Lataa sovellus ja kirjautuessasi laita tuo koodi FLRR niin saamme molemmat 10 euroa ilmaistaista parkkiaikaa;5;2016-06-14;3.20
Karri Nieppo;10 parkkirahaa koodilla KZZ8;5;2016-06-10;3.20
Tony Kärki;Hyvä ja näppärä sovellus! 7G74 koodilla 10e ilmaista parkkiaikaa!;5;2016-06-09;3.20
Kyösti Sipilä;Enpäs tiennyt pysäköinnin olevan näin kätevää nykyään. Toimii hienosti Helsingissä. Käytä 10€ ilmaista parkkeerausta koodilla: UXWW;4;2016-06-08;3.20
Miikkael;Parkkirahaa koodilla D7BJ;3;2016-06-08;3.20
Sami Joensuu;Saat 10€ ilmaista parkkiaikaa rekisteröityessäsi koodilla XDDY;4;2016-06-08;3.20
Heidi;5WTD ilmasta parkkirahaa, olkaa hyvä :);3;2016-06-02;3.20
Leni Järvelä;Hyvältä vaikuttaa! Koodilla R2FX 10e:lla ilmaista pysäköintiaikaa!;4;2016-06-02;3.20
Googlen käyttäjä;Tämä kyllä toimii kuin se kuuluisa junan...kannattaa ehdottomasti ladata ja antaa koodi C8QE niin saa heti alkuun 10€ ilmaista  parkkirahaa!;5;2016-06-02;3.20
Googlen käyttäjä;Toimiva ja kätevä ohjelma. Tällä koodilla 10€ parkki aikaa!! XULEQ käytä hyväksesi.;5;2016-05-31;3.20
Jukka;Ja siitä 10€ edestä parkkirahaa koodilla L18J;5;2016-05-28;3.20
Jaakko Väisänen;Tässä kampanjakoodi 5491. Saat eka pysäköinnin ilmaiseksi!!;5;2016-05-27;3.20
Hannu Haapala;Nimimerkki: Näpit jäässä tänään Tays:n toimimattomalla lippuautomaatilla! Koodi XMKVQ saat 10€ ilmaisen parkin.;5;2016-05-25;3.20
Andrei Hinkonen;Saat 10€ parkkirahaa koodilla 3DRC;5;2016-05-24;3.20
ali hossaini;10 e parkkiraha koodilla 5HAH;5;2016-05-21;3.20
hammasharha;Käyttäkää yllä oleva koodi niin saatte 10€ ilmaista parkkirahaa! Todella hyvä ja kätevä sovellus;5;2016-05-20;3.20
Laura Lakua;Ensivaikutelma lupaava. Ensimmäisen 10 euron kokeilun saat koodilla 1NLM;5;2016-05-18;3.20
mikael asikainen;Hyvä sovellus.Parkkirahaa koodilla: ECD6Q;4;2016-05-18;3.20
Teemu Raita;Lunasta myös 10€ parkkirahaa koodilla: QF4T;5;2016-05-17;3.20
Tuula Hellsten;Koodilla 53YS ilmaista parkkiaikaa 10€:lla.;4;2016-05-16;3.20
Tom M.;On kätevä, Parkman tarra tuli postissa muutaman päivän sisällä. Kympillä ilmaista pysäköintiaikaa  koodilla S7ZSQ asennuksen yhteydessä.;5;2016-05-12;3.20
Kimi K;10e ilmainen pysäköinti: KAMPANJAKOODISI: TXZY;5;2016-05-09;3.20
Timo Karhu;Ei huono!;5;2016-05-02;3.20
Teija vänni;Koodilla: 7MC4 saa 10€ ilmaista parkkiaikaa.;5;2016-05-01;3.19
Mikko Heikkinen;Erittäin hyvä ohjelma! Suosittelen kaikille varauksetta.;5;2016-04-27;3.19
Ilona Savolainen;Koodilla 52N8S;5;2016-04-26;3.19
Tea Karjalainen;10 euroa maksettua pysäköintiaikaa koodilla T7YZ;5;2016-04-25;3.19
Kari Pesonen;Kirjoita koodi 9URT Saat ilmaista pysäköintiaikaa . Ja sitäpaitsi , Parkmanin nettisivuilla on suoraan ja selkeästi ilmoitettu myös sivukulut  (0.49 c ) . Suosittelen.;5;2016-04-24;3.19
Aleksis Pelkonen;10e ilmasta parkkirahaa koodilla TZX7;5;2016-04-22;3.19
Olli-Pekka Kurppa;Toimiva sovellus! Käytä koodia 4JDV saadaksesi 10 € ilmaista parkkiaikaa.;5;2016-04-22;3.19
Sam P;10 € ilmaista parkkirahaa koodilla H5P5  Hyvin toimii ja nopea käyttöönotto, suosittelen !;4;2016-04-21;3.19
laura lehtola;9ZNV koodilla ilmaista parkkirahaa;5;2016-04-20;3.19
Victor Micordia;Alennuskoodi (10 € ilmaista pysäköintiaikaa) XLF8;4;2016-04-20;3.19
Tuomas Ruotsalainen;Koodilla 5GSP 10€ alennusta ensimmäisestä pysäköinnistä.;4;2016-04-18;3.19
Kari Viitala;Alennuskoodilla 84HM ilmaista pysäköintiaikaa 10€:lla.;5;2016-04-14;3.19
Joakim Flakholm;10€ parkkirahaa koodilla cccd;5;2016-04-13;3.19
Juuso Haarala;Mainio sovellus! Alennuskoodilla URZY saa 10 € ilmaista parkkirahaa.;5;2016-04-12;3.19
Toni Tilvis;Koodilla AKQ8 10€ pysäköintiaikaa.;5;2016-04-12;3.19
Esah;Yksinkertainen käyttää. 10 eurolla parkkiaikaa kampajakoodilla SDA2;5;2016-04-10;3.19
Mika Lindblad;DGBT;4;2016-04-05;3.19
Hannu Pärkkä;SKK7 koodilla saa 10€ pysäköinti rahaa;5;2016-04-05;3.19
ayse ozturk;10€ PYSÄKÖİNTİAİKAA KOODILLA :XTWR;5;2016-04-04;3.19
Aune Kotalampi;Helppo, yksinkertainen ja selkeä. Todella hyvä.;5;2016-04-03;3.19
Mikael Forsström;Etkä maksa turhasta. Tässä alekoodi: AM4N;5;2016-04-03;3.19
Sami Kaitamäki;10€ ilmaista parkkiaikaa koodilla: NFJ8;4;2016-04-01;3.19
Samu Kolehmainen;Koodilla HLB8 10 €:n alennus ensimmäisestä pysäköinnistä. Kunhan tulee lisää parkkipaikkoja palveluun niin tästä saadaan hyvä juttu.;4;2016-04-01;3.19
Tommi Mikael;Alennuskoodilla VQU8 10€ ilmaista parkkirahaa!;4;2016-03-31;3.19
Anssi Mäkelä;Ilmaista parkkiaikaa koodilla: 2EUB;5;2016-03-30;3.19
Katri Ojanen;Tosi kätevä sovellus! Ikinä ei ole kolikoita mukana, mutta känny on.. ja sitä myöten parkki onnistuu. Toivottavasti toimii jatkossa yhtä hyvin Jyväskylässä, Helsingissä ja Turussa.;5;2016-03-23;3.19
Googlen käyttäjä;10€ parkkirahaa sulle ja mulle tällä koodilla: KBN3;5;2016-03-19;3.19
Pekka Jalonen;Parkkirahaa 10€ koodilla 6TA2;5;2016-03-18;3.19
Anssi Salonen;Nopea ja helppo käyttää. 10€ parkkirahaa koodilla DSVX;4;2016-03-16;3.19
Googlen käyttäjä;Koodilla KLZ2 saat ilmaisen pysäköinnin 10€ asti.  :-);5;2016-03-16;3.19
Juho Paltta;Toimii hienosti, säästää aikaa ja rahaa :). Ei tarvii murehtia.;5;2016-03-13;3.19
Esko Salminen;Koodilla: EMWU;4;2016-03-12;3.19
Tomi Loppi;....miksei saa siirtää sd kortille?!!?!;3;2016-03-08;3.19
Johanna Wallenius;Koodilla ME3T seuraava pysäköinti ilmaiseksi (10 € asti).;5;2016-03-06;3.19
Googlen käyttäjä;Erinomainen palvelu, helppokäyttöinen ja kuitit pysäköinneistä saa kätevästi sähköpostiin.;5;2016-03-03;3.19
Teemu R;Koodilla 10€ ilmaista pysäköintiä 1QC6;4;2016-02-27;3.19
Googlen käyttäjä;Helppo käyttää ja opastaa pysäköintipaikkaan.;5;2016-02-26;3.19
M V;Ilmanen pysäköinti koodilla EPQ1;5;2016-02-26;3.19
Jani Lehtinen;Toimii. Kampanjakoodi AU88, jolla saat 10€ edestä ilmaista pysäköintiaikaa!;5;2016-02-26;3.19
Mikko Halonen;seuraava pysäköinti ilmaiseksi (10 € asti);5;2016-02-25;3.19
Veli-Pekka Palonen;Koodilla VR7H saat 10€ ilmaista pysäköintiä.;5;2016-02-20;3.19
Oskari Kosola;"Eipähän tarvi enää miettiä  parkkikolikoita tai niiden riittävyyttä! Uudet käyttäjät saa koodilla WHFW tänne 10€ parkkirahaa ;)";5;2016-02-18;3.19
Janne S;Ilmainen pysäköinti 10€ asti!;5;2016-02-16;3.19
Pentti Karilaakso;Kokeillut parikertaa toimii hyvin;5;2016-02-10;3.19
Henri Huttula;Kartalla näkyvät hinnat esim. neljän tunnin pysäköinnille eivät pidä paikkaansa Oulussa. Sovellus kaatuu heti jos yrittää vaihtaa oletuksena olevan neljän tunnin pysäköintihinnan näytön joksikin muuksi ajaksi. Muuten näppärä sovellus.;4;2016-02-10;3.19
juha suominen;Koodilla 7DU6 saat 10 ekee ilmasta parkkiaikaa;4;2016-02-10;3.19
Jussi Tolonen;ST6AQ koodilla saa 10€ ilmaisen pysäköinnin.;4;2016-02-04;3.19
Maria Lella;Koodilla WHZU 10 eurolla parkkiaikaa :);4;2016-02-03;3.19
kala;Satunnaiseen pysäköintiin täysin korvaamaton!;5;2016-01-28;3.19
Just Rise Up;Koodilla UPJAS 10€ ilmaista pysäköintiä;5;2016-01-25;3.19
Martti Kainulainen;Toimii hienosti ainakin Lahdessa ja Helsingissä, varmasti muuallakin.  Täytyy seurata, paljonko lopulta säästää maksut huomioiden, mutta varmasti jonkin verran, kun ei tarvitse enää varmuuden vuoksi maksaa enemmästä ajasta kuin oikeasti tarvitsee.  Saat ilmaista pysäköintiaikaa koodilla ZGL5;5;2016-01-20;3.19
Heidi Röksä;Parkkiaikaa 10e asti koodilla LS1Z;4;2016-01-19;3.19
Markus Anglé;LA15 kampanjakoodilla, 10€ asti pysäköintiä.;5;2016-01-13;3.19
Googlen käyttäjä;Kamppanja koodi 5DMBF;5;2016-01-05;3.19
Joona Arola;Ei enää tarvitse kolikoita kaupungilla pysäköidessään!;5;2016-01-05;3.19
Jari Huhtala;Helppokäyttöinen, nopea ja kätevä.;5;2016-01-04;3.19
Onni Lind;Toimii Hämeenlinnan keskustassa hyvin.;5;2016-01-04;3.19
