ind,userName,content,rating,date,reviewVersion,compound,sentiment 
64,Paolo Djaneiro,app charges free period,1,2021-06-28,15.23.0,0.3595,neutral
65,Tom Ramel,bugged application longer displays current rights obliged go website already impose private service provider manage parking subscriptions limited part city bordeaux minimum tool works especially considering racket one suffers event fine besides warn 1 week advance end subscription dday extremely petty,1,2021-06-27,15.23.0,-0.865,negative
66,Sebastien Texier,since last update longer parking rights bordeaux longer buy subscription change vehicle pass 52 practical impossible synchronize site well done,1,2021-06-26,15.23.0,-0.3182,neutral
70,Marie Thérèse Wininger,facility longer need look change,5,2021-06-14,15.22.0,-0.4184,neutral
73,Agnès Coulombel,easy use practical,5,2021-06-11,15.22.0,0.4927,neutral
74,Martial Aymon,simple easy bad doesnt work everywhere,4,2021-06-10,15.22.0,-0.1531,neutral
75,Sylvie Sissau,great recommend easy use need look parking meter fast,5,2021-06-08,15.22.0,0.8074,positive
76,julien,good evening want remove card deleted account please needed application day want delete personal data regards julien,1,2021-06-07,15.22.0,0.7003,positive
78,jean-pierre PEYRÉ,done job pretty well practical saves money soon understand works free mind course forget cut getting back car,5,2021-06-03,15.21.0,0.7918,positive
80,Vanessa Landais,perfect,5,2021-06-01,15.21.0,0.5719,positive
82,Jérôme ROMPANT,good application,5,2021-05-29,15.21.0,0.4927,neutral
84,georges bouget,easy use,5,2021-05-28,15.21.0,0.4404,neutral
86,Thierry ANTONY,happiness need look change keep informed remaining time,5,2021-05-27,15.21.0,0.34,neutral
88,Clarisse wananzemigao,superb app easy use,5,2021-05-25,15.21.0,0.7906,positive
91,Michel Szczesny,nothing complain shortterm parking app job residential parking lack transparency concerning extensions take account public holidays event confinement appears rights reason extension without notified find easily pay nothing understood going effia,2,2021-05-16,15.20.0,0.5283,positive
92,Laurent FELIN,well wouldnt say take pleasure paying parking true application well designed allows walk light mind able extend parking distance necessary nevertheless would put 5 stars invoicing sending proof email sms alert still little abused addition necessarily works places data network,3,2021-05-13,15.20.0,0.8438,positive
98,Christophe Gasser,ah ok good yespark greetings,1,2021-05-03,15.20.0,0.3806,neutral
101,Pascal Decorvet,ko app despite update unable make application work 1700 zone 3 since last update,1,2021-04-27,15.20.0,0.0,neutral
104,Antonin Rey,made request parking assistance city bordeaux accepted impossible make link application gives visitor rates resident rates really understand indicate application entitled resident rates suddenly pay via site via application bad,2,2021-04-19,15.19.0,-0.4854,neutral
106,Amelia Barros,excellent esay park terminals need take kinds parts enter car number everything phone plus end month print phone invoice monthly expenses give employer suits 100,5,2021-04-15,15.19.0,0.5242,positive
107,Léa MORTIER,practical application remove star think bug must paid attention want extend parking time wait resume one otherwise app charges much example planned 530 pm wanted anticipate extend 7 pm go 30 4 hours parking surprised price waited 530 pm end start 270 7 pm,4,2021-04-15,15.19.0,0.3612,neutral
109,Morgan Klein,told going test 1 enter credit card number start well tel number 2 cant find parking around home neither paris nantes 3 find bad uninstall 4 told would delete account leave personal data lying around especially databreaches often hear 5 type name easypark google come across site nacy strasbourg belgium australia nothing delete account 6 reinstall app find faq delete account must call 09 really bad,1,2021-04-11,15.19.0,-0.8117,negative
110,Laura Bgl,would like delete data bank card impossible ps modifying note quick response customer service,5,2021-03-26,15.18.0,0.1901,neutral
111,Vito Cazzorla,top practical several belgian cities,5,2021-03-22,15.18.0,0.2023,neutral
120,glandchef,everything done get tricked application trouble renewing parking lot subscription want warned imminent renewal must pay possibility automatic monthly subscription app take care remind,1,2021-03-01,15.9,-0.5848,negative
125,S W.,im good technology wanting price simulation activated parking lot super poorly explained app addition delete cb,1,2021-02-18,15.16.0_rc2,0.3755,neutral
126,coralie caron,unable access help section opens closes automatically get ticket put car prove paid,3,2021-02-18,15.16.0_rc2,0.4019,neutral
128,Allan NICOLE,first use yesterday strasbourg simple fast,5,2021-02-10,15.16.0_rc2,0.0,neutral
132,X Laminux,app make paypal payment put 3 stars commercial part received referral link since installed app creating account via net short cannot benefit 2 euros reduction worse godfather cannot benefit 3 euros could due mistake hand godfather nothing 3 stars,3,2021-01-23,15.15.1,-0.7643,negative
134,beauté vegetale,problem payment card expired want enter new one application tells inactive makes application unusable,4,2021-01-11,15.15.1,-0.34,neutral
135,Kaizoku Striker,using app year 15 commission moved competitor opngo,2,2021-01-09,15.14.1,0.0,neutral
136,maxloup h,hello took fine half 30 free minutes exceed going fine arrives,3,2021-01-08,15.14.1,0.7096,positive
138,Gauthier GENEAU,easypark incredibly increased rates nancy minimum 15ct per parking lot 15 commission explodes price short parking lots uninstall go opngo,1,2021-01-05,15.14.1,0.3384,neutral
140,Trail la Fumana 10km Nancy,notice updated following article republican east expensive application nancy another scam forgot pay remotely meantime pv even come back car check pv still necessary person must forget put info windshield well bad recourse possible choice use application,1,2021-01-05,15.14.1,-0.8695,negative
141,Gil G.,recently took 15 commission top cost parking uninstalled app,1,2021-01-05,12.3,0.2023,neutral
142,Stéphane Lacroix,theft commission 15 compared payment parking meter scandal,1,2021-01-05,15.14.1,-0.6209,negative
144,Amélie Lehmann,good resident card app tells us parking rights even though working day,1,2020-12-23,15.14.1,0.3054,neutral
145,Philippe TANGUY,fast intuitive reliable excellent opinion user left competing application,5,2020-12-18,15.14.1,0.6114,positive
146,Ilhem Chlaoua,top,5,2020-12-18,15.14.1,0.2023,neutral
147,Colette Copas,easy use mostly favorite,4,2020-12-17,15.12.1,0.7096,positive
148,Nicolas GOURDIN,inadmissible addition 15 commission justified deplorable argument,1,2020-12-17,15.14.1,0.2677,neutral
151,Julia Isabelle,connection problem good application,5,2020-12-07,15.12.3,0.5025,positive
153,Najoua ABARKI,would convenient indicate amount parking history list would avoid clicking parking lot information knowing returning list systematically puts us top page scrolled,4,2020-11-30,15.13.1,-0.1027,neutral
154,Didier Schwab,excellent application nothing say perfect,5,2020-11-30,15.13.1,0.8268,positive
155,Vincent Payrat,brussels used application days already received 2 parking tickets 3 days parking people charge application tell everything order 2 months pressure able reimbursed two pvs application good practical please make sure local services follow digital transition otherwise obstacle course reimbursed mistakes nullify benefits,4,2020-11-29,15.13.1,0.51,positive
156,corinne morin,perfect,5,2020-11-28,15.13.1,0.5719,positive
160,V DJ,safe frankly happy application quickly finds location map pay actual parking time,5,2020-11-03,15.12.3,0.7774,positive
163,Pixar,top managing parking packages,5,2020-10-25,15.12.3,0.2023,neutral
164,L CFN,almost perfect,4,2020-10-23,15.12.3,0.5717,positive
167,hicham Mohamed,good aplication frankly nothing say top,5,2020-10-22,15.12.3,0.6115,positive
172,I Andria,change note following update could longer add credit card finally went paypal application especially useful change avoid running put money back parking meter,5,2020-10-12,15.12.3,0.4005,neutral
174,Guillaumr Gsc,good ultrapractical application intuitive clock via application notification end parking possible receive email parking receipts per day per month via website thank developers responsive customer comments sincerely guillaume,5,2020-10-02,15.12.1,0.8832,positive
177,Ingrid Demaison,great need change,5,2020-09-23,15.11.1,0.4926,neutral
178,Marvin Lémunier,enter personal number registration credit card number empty card mentioned parking area even paris nothing empty useless get sensitive info nothing end uninstall app keep info beautiful,1,2020-09-18,15.11.1,0.792,positive
179,Antoinette Vroom,cannot change plate add new car annoying renting car,1,2020-09-18,15.11.1,-0.4574,neutral
184,Phoenix Heavy,posted 070 parking per day resident realize billed 085 cannot register credit card find problem comes paypal help tab chance work application astonishing,1,2020-09-13,15.11.1,-0.1553,neutral
185,Stefan Janssens,application works well never bugs daily use 3 months always improve justifies 4,4,2020-09-09,15.11.1,0.6753,positive
186,latreuille lucas,easy use find improvements still made application find enough freedom use yet,4,2020-09-05,15.11.1,-0.166,neutral
188,Noémie Létrillard,scam take 30 1 hour parking recommend,1,2020-09-05,15.11.1,-0.7502,negative
189,lucas ecrepont,top,5,2020-09-04,15.11.1,0.2714,neutral
190,Nicolas Everaerts,perfect simple effective rare work everywhere,5,2020-09-03,15.11.1,0.5267,positive
192,Braunbarth Odette,good innovation pay real parking except dizzy forget stop leave early compared scheduled time stop automatically car leaves location,5,2020-08-25,15.10,0.6114,positive
193,Clement Pouette,look apcoa ca offers app right one seo good,1,2020-08-20,15.10,-0.3412,neutral
196,Karine G.,super practical super easy use far havent encountered bugs problems nickel find great able manage resident parking lot also able enter second vehicle oneoff parking mother case longer needs change comes visit,5,2020-08-15,15.10,0.7375,positive
197,Fabrice Adam,easy use geolocation sometimes accuracy one km yes principle parking zone codes well thought,4,2020-08-11,15.10,0.7717,positive
200,Grégory,top worries small change intuitive app,5,2020-08-07,15.10,0.3016,neutral
204,Maïté Fantasia,top app since installed cant without even outside brussels works well,5,2020-08-01,15.9,0.4927,neutral
207,Zacharie Bousquet,faster get money stolen,1,2020-07-21,15.9,-0.4939,neutral
208,Manuel V,application allow parking 2 hours pay price 3h30 parking app 24hour package terminal app unfortunately doesnt help,1,2020-07-18,15.9,-0.6931,negative
211,Marc F.,need change pay nearest cent practical economical tested france belgium great,5,2020-07-17,15.9,0.3612,neutral
215,Corinne Bouchet,practical easy use save time highly recommend,5,2020-07-07,15.8,0.9434,positive
216,iouri clo,concern duration update wanting extend duration clicking end time notification new duration really taken account parked 30 minutes without knowing longer covered payment im waiting see got fine ditto extending duration app taken account stop parking lot make new one right away,3,2020-06-29,15.8,-0.4168,neutral
217,Giannino Cuignet,frankly terrible additional generation bugs automatic deactivation despite programming even qpark better yet bottom basket,1,2020-06-28,15.8,0.6656,positive
223,Emilie PERNET,flight paid parking via easy park surprise returning car addition 30 paid via easy park received 2 fines 30 euros really useless use,1,2020-06-19,15.8,0.386,neutral
225,Carmen Boulanger,pay consume suits perfectly need change hand watch uncharged phone,5,2020-06-06,15.7,0.7003,positive
226,Damien Faisandier,hello application working fine two months ago update changed application longer gives end parking warning asked application send sms let know parking notified application receive parking start sms use short quickly dive problem annoying,2,2020-06-03,15.7,-0.9547,negative
227,Hélène D.,price differences compared parking meter enormous especially visitor prices really doesnt make want use,1,2020-06-01,15.7,-0.0572,neutral
231,Véronique Tinniere,good application easy use much simpler parking meters recommend,4,2020-05-06,15.5.1,0.8074,positive
232,Thierry Journet,good success application would depend universal case bcp usable bcp cities know complicated top work think otherwise good,4,2020-04-30,15.5.1,0.9279,positive
234,Viviane VERHAEGHE,great app practical easy use thanks designers,5,2020-04-26,15.5,0.8878,positive
236,T H,hello cannot enter numbers numbers license plate using android 9 xperia xz1 compact thank,3,2020-04-24,15.4,0.3612,neutral
239,Emilie C,good super easy parking app developed cities,4,2020-03-21,15.3,0.8894,positive
240,Marie Taibi,beware withdrawals check parking lots part never,1,2020-03-16,15.0,0.0,neutral
246,Marie LEB,using application year find practical worrying many rooms put depending long think stay well two caveats pricing clear indicative grid phone able charge 24 hours suddenly uninstalled reinstalled three times nothing bad,4,2020-03-05,15.1,-0.798,negative
247,Géraldine Trabut,ideal parking bordeaux without worrying enough change,5,2020-03-04,15.0,0.6636,positive
248,theo vdseypen,easy,4,2020-02-29,15.0,0.4927,neutral
249,Sylvie Courant,convenient modular need change,5,2020-02-27,15.0,-0.4129,neutral
254,Sly Sport,useful easy use,4,2020-02-21,15.0,0.7474,positive
256,Edwige Ponsard,super practical need go parking meter look change,5,2020-02-19,15.0,0.5538,positive
265,Aria Save,perfect,5,2020-02-04,14.9.1,0.5719,positive
266,Laurent,unclear interface display prices would useful put clear visible way tones wallpaper result 30 2h40 parking metz dubai customer service nothing neither town hall indigo delegation parking service thanks easypark app easy use pay bad experience,1,2020-02-03,14.9.1,0.7526,positive
267,Sebele Catherine,need worry change stop parking quickly easily leave parking lot scheduled time ditto necessary extend parking lot real comfort loading app easy need geek,5,2020-02-03,14.9,-0.3195,neutral
268,tolga gdg,enter payment information doesnt take information takes back front desk,1,2020-02-03,14.9,0.0,neutral
269,Mélanie Deitsch,shameful craftsman right put status craftsman visitor obligation pay full price halfday parking metz parking currently prohibited front customers entrances break equipment discharges miles away light feather choice take taxi avoid cost parking craftsmans daughter impossible extend parking 34 hours shameful,1,2020-02-03,14.9.1,-0.8602,negative
273,Michel Braucourt,easy parking english version suggests,5,2020-02-01,14.9,0.4404,neutral
274,Benjamin Janicaud,easy use application competent hyper responsive customer service edit 0131 geolocation works well also brussels indication number parking meters therefore definitively adopted app raise note 5,5,2020-01-31,14.9,0.8653,positive
275,Celine Rouabah,convenient quick use,5,2020-01-30,14.9,0.0,neutral
276,10H Video,good application bad bugs like help page doesnt work interesting ideas android auto greatly facilitate use ability send suggestions,3,2020-01-29,14.9.1,0.8357,positive
279,Mallory Beaulieu,easy,5,2020-01-23,14.9,0.4404,neutral
280,Diane Xperia,easypark clear ergonomic efficient app great,5,2020-01-20,14.6.1,0.8687,positive
282,Koud 10,service revolutionizes parking payment set duration per minute extend stop parking course remotely phone perfect,5,2020-01-17,14.8.1,0.4939,neutral
285,Honey Domergue,2020 app longer wants take vehicle account end app blocked nonpayment pay parking city clean vehicle please problem,1,2020-01-14,14.6.1,-0.1788,neutral
286,Michel WINGERTER,practical pay per minute need change possibility remotely modify preset parking time,5,2020-01-12,14.8,-0.4889,neutral
288,faa faa,good application easy use,5,2020-01-10,14.6.1,0.7474,positive
289,Jean-Yves Tourbin,took ticket application open strasbourg easypark wallet,1,2020-01-10,13.0,0.0,neutral
290,David ABERT,longer settles,1,2020-01-09,14.6.1,-0.296,neutral
291,Bastman,unable pay subscription application go website several months problem follows update common among users employees reactive behind application street give us hard time would best,1,2020-01-07,14.6.1,0.0708,neutral
292,Patrick Tourette,super fast easy use present parking towns,5,2020-01-07,14.6,0.796,positive
294,GUY JURADO,installed application unable connect number application become unusable hope city reims change application,1,2020-01-07,14.6.1,0.4939,neutral
295,Stephane Bonnell,tested function pay parking practical 2 clicks done flaws app moans expired credit card month left unable display help page appears returns app 015 receive receipt email pdf therefore costs nothing system place little abused clear also pay ask receipt time,3,2020-01-07,14.6.1,0.5067,positive
296,Joëlle mansuy,great application easy fast practical price based actual time spent site recommend,5,2020-01-07,14.6.1,0.8591,positive
299,Léa,top top choose parking time change time allows pay bare minimum 1 click remotely,5,2020-01-04,14.6.1,0.3595,neutral
302,Willy Tanner,get connection error time cannot finish registration,1,2020-01-03,14.6.1,-0.4019,neutral
304,Stephane Devaux,application allow obtain 15 min free parking saint dizier least seeks charge undue amount use therefore,1,2020-01-02,14.6.1,0.3887,neutral
305,Sandra Liot-Scacchi,top top top,5,2019-12-31,14.6.1,0.5267,positive
306,delphine arnaud,good practical,5,2019-12-30,14.6.1,0.4927,neutral
309,veronique jeanmougin,could ube great app worked way connect tell internet access wrong notify paid parking area even though still parking place paying could pay parking even anything,1,2019-12-26,14.6.1,-0.5568,negative
310,Liliane Dietschy,good invention practical need change perfect thank recommend everyone,5,2019-12-21,14.6.1,0.8561,positive
312,Christophe Cudel,top application except since update longer launch cannot go beyond entering phone number,2,2019-12-19,14.6.1,-0.1007,neutral
313,Bastien Dugas,like lot users neither paypal adding bank card possible easy means easy right,1,2019-12-19,14.6.1,0.8074,positive
316,Angela Soleti,receive receipt email dont see enter email address,3,2019-12-17,14.6.1,0.0,neutral
318,Jean Paul Anselin,apart great difficulties reaching platform competent available charming contact person chloé work hard solve problem follow file resolved bravo support,4,2019-12-13,14.6,0.9067,positive
320,fifi leboss,good practical app,4,2019-12-11,12.5,0.4927,neutral
322,Arnaud Darbelet,far satisfied app changed cell phone want connect cannot get code text message inconvenient parked money,1,2019-12-11,14.6,-0.1317,neutral
324,Jérôme CUNY,three good,5,2019-12-08,14.5.1,0.4404,neutral
329,Vincent Limorté,forced bordeaux use private provider resident parking antiergonomic app possible constant request localizations 5 menus get subscription day impossible program start time already terrible last update made worse thank bordeaux,1,2019-11-22,14.3,-0.7161,negative
330,JACQUEMINOT Nicolas,principle ok faced two fines quick succession check history surprise payments ot disappeared check bank account yes amounts debited explain everything recourse course refused two fines parking lots debited recommend flee,1,2019-11-22,14.4.1,-0.6578,negative
332,Thierry Bugada,easy efficient,5,2019-11-21,14.4.1,0.6908,positive
333,marine cougoul,fast effective practice complaints,5,2019-11-21,14.4.1,0.7379,positive
336,Laetitia ROSSIGNOL,great application encourages good citizenship easy use perfect,5,2019-11-19,14.4.1,0.9477,positive
339,J Jara,unfortunately use application cost 30 euros parking 30 euros almond easy park allow anticipate time restrictions specific certain areas pay maximum parking time without constraint warning although customer service responsive unfortunately could provide solution reimbursed overpayment recommend,1,2019-11-14,14.3,-0.5911,negative
340,Nicole Duroyon,good worry going parking lot give change,5,2019-11-14,14.4.1,0.6492,positive
343,Guillaume de DURAT,help systematically crashes would good could enter free parking car disabled card,3,2019-11-10,14.4.1,0.836,positive
344,jennifer donze,download make life easier end never receive new password sms ask donx app block unable register paypal account sure nice app simplicity didnt bother trying anymore done nothing review good idea bad implementation,2,2019-11-09,14.3,-0.6148,negative
345,Odile Gain,app long time satisfied disappeared apps reinstalled way asked password 3 times time entered error 10101 someone help,4,2019-11-04,14.3,-0.0009,neutral
346,Tyme Android,practical new connect computer choose free version put option application menu,2,2019-11-02,14.3,0.7708,positive
347,Chrissie,practical damage tell us car parked parking details find easily necessary,4,2019-10-26,14.3,-0.4329,neutral
349,Steph Rolland,good app dont understand recently costs indeed 3 hours parking paid 280 15 1st minutes free reims 309 whereas parking costs 1 per hour malfunction,3,2019-10-18,14.2,0.7712,positive
353,Mélie MORIN,use laval tells every day account inactive put another card put mine back every day find unacceptable change level someone going something better better advised uninstall reinstall today cant even connect,1,2019-10-07,14.1.1,0.6049,positive
359,Benjamin Poirot,everything working well since yesterday nancy longer use resident rate 1 euro per day telling error code subscription supposedly expired even though good standing,1,2019-09-18,14.0,-0.2382,neutral
361,Frederic page,lousy dangerous reims first 15 minutes free impossible spend time starting result think time pv assured,1,2019-09-14,13.9,0.2732,neutral
362,Louis,horror bug bug count plan change,1,2019-09-13,14.0,-0.5719,negative
363,sylvie dubois,looking change,5,2019-09-09,13.9,-0.296,neutral
369,Samuel Nussbaumer,pay minute unused minutes billed late appointment change without travel smartphone,5,2019-08-29,13.8,-0.1027,neutral
371,Olivia LEFORESTIER,practical soon change,4,2019-08-28,13.9,-0.296,neutral
372,Gabriela Parfait,still worst applicarion ever experienced error messages false imprecise mistakes make us take almonds parking lots application intuitive find basic functions expect nightmare,1,2019-08-28,13.9,-0.8519,negative
373,Rom F,since 48 update application longer works message easypark stopped time try access tell android must date yes laptop uptodate version possible everyone means change smartphone every year apps working except bad switch opngo,1,2019-08-15,13.7.1,-0.714,negative
375,quentin de lovinfosse,tried italy impossible park hour necessary constantly renew obviously policy city understandable impossible renew parking place via history obligation use card mark car practical,2,2019-08-12,13.8,0.0,neutral
376,Annie Copie,since update july 26 application longer opens sucks,1,2019-08-08,13.7.1,-0.5719,negative
377,Brice M,convenient easy,4,2019-08-05,13.2,0.4404,neutral
378,Florian Bozec,intrusive application shame access authorizations simply unjustified city bordeaux take better care public markets app personal data vacuum cleaner want without,1,2019-08-03,13.7.1,0.7326,positive
383,Alexander C Pollock,top tried apps switzerland one use france works much better french well ahead mobile applications general bravo,5,2019-07-26,13.6.1,0.7003,positive
384,louis bourdonnay,forced delete 5 apps able install even installed application open,1,2019-07-26,13.6.1,-0.4588,neutral
385,Chantal Jacqmin,unfortunately new version longer works galaxy i905 sav offers change smartphone disastrous,1,2019-07-24,13.6.1,-0.8436,negative
386,Céline Perez,easy use practical recommend,5,2019-07-23,13.5.1,0.7146,positive
389,A. K.,perfect,5,2019-07-16,13.5.2,0.5719,positive
391,Bela Dsa,application could good functional case make mind call pay shame long live digital short meet need,1,2019-07-12,13.6,-0.4153,neutral
393,Eric ADAM,yet another absolutely scandalous public service concession confirm wanting park site indicated free tried buy halfhour parking lot luckily passerby warned free app going tax 160 instead telling free,2,2019-07-10,13.5.2,0.5075,positive
397,Julie Pierson,easy use,5,2019-07-05,13.4.1,0.4927,neutral
399,Adrian Gavril,good excessive battery consumption navigation app something must done please samsung galaxy a8 2018 android 9,3,2019-07-03,13.4.1,0.636,positive
401,Daniel Delacour,hello using app long time problems far parked 231 pm city center offers 15 free minutes accepted started clock 430 pm returning vehicle found fine 25 unpaid parking time informed clock stops 15 free minutes 1446 able turn wheel go desired time made complaint town hall city refused request therefore obliged pay good faith little business gesture hand city parking free 12 pm 2 pm noticed several times possible switch 2 pm arrive eg go sport 2 pm park 245 pm pay 1 4 hour free hope find solution problems regards,2,2019-07-02,13.4.1,0.9714,positive
402,Florine Miclo,hello app blocked today would possible help please,1,2019-07-01,13.4.1,0.4404,neutral
403,catlord catlord,good app good customer service problem app problem due android update really made sure solve problem real customer service rare days even free application,5,2019-06-29,13.4.1,0.7006,positive
404,Na H,application always fluid would good prices loyalty reductions,4,2019-06-28,13.4.1,0.7506,positive
405,Franck Jeandinot,application works perfectly thanks help support super responsive courteous telephone contact french,5,2019-06-28,13.4.1,0.969,positive
407,Alexandre Michel,efficient geolocation parking area,5,2019-06-27,11.3.1,0.4753,neutral
408,Ilse Moreira,practice worrying change apart bugs encountered 2 3 times due computer problems highly recommend installation application,4,2019-06-26,13.4.1,0.1316,neutral
412,Alexandra PANSERI,application longer display correctly since update bad regularly longer choose duration parking need help please thank much responsiveness bad android follow cant wait app work properly long live easy park,5,2019-06-24,13.4.1,0.6513,positive
413,F Ott,practical easy use,5,2019-06-23,13.4.1,0.4877,neutral
418,Evelyne,system need carry change pay consume time find application really great recommend around,5,2019-06-19,13.4,0.6478,positive
421,Julien Malbranque,good application allows manage zone parking time problem almost 1 year use perfect,5,2019-06-17,13.4,0.8462,positive
422,Philippe Dietrich,perfect sign,5,2019-06-17,13.3.1,0.6114,positive
423,Sacha Sacha,easy use,4,2019-06-14,13.3.1,0.4927,neutral
430,Stéphane Turpaud,big crap impossible send invoices jusitf help work impossible contact hand pumped money well card ca problem works interest app need supporting documents,1,2019-06-07,13.3,0.7951,positive
431,Nathanaël BNT,top,5,2019-06-05,13.3.1,0.2023,neutral
432,Stéphanie PRISSET,practical recommend easy use,4,2019-06-05,13.2,0.6872,positive
433,Lore Humel,believe first last time use app fact practical incomprehensible payment problems make regret use waiting response customer service pain,1,2019-06-05,13.3,-0.9136,negative
434,OetM NAEGELEN,good,4,2019-06-04,13.3,0.4404,neutral
440,Aymeric Thomas,perfect,5,2019-05-27,13.2,0.5719,positive
441,Marie HIC,1 time could use otherwise perfect,4,2019-05-26,13.2,0.5719,positive
443,Jean Paul Laporte,good public service satisfactory,5,2019-05-24,13.2,0.7172,positive
446,Nina Nico,great recommend especially practical need go get ticket,5,2019-05-20,13.2,0.6275,positive
447,Audrey & Delphine Ducros,convenient fast efficient,5,2019-05-20,13.2,0.4753,neutral
451,Cassis Alizarine,payment displayed 250 serk sweden 233 paid via paypal 288 55cts without warning thats lot small sum addition help tab crashes,1,2019-05-08,13.1,0.6493,positive
452,Gregory Jouanne,disappointed monthly subscriptions send notification 1 week end subscription suddenly forget day restart subscription take pv equivalent double monthly subscription notification last day would much honest,1,2019-04-29,13.0,-0.1779,neutral
453,Vic Rangel,charged 26 cents 12 hour free parking posted next time go terminal directly reevaluate application view responsiveness ep reimburses derisory sum unduly withdrawn put 4 parking lots successful done via terminal given reliability 100,4,2019-04-24,13.0,0.743,positive
456,Mc Alba,good tool,5,2019-04-18,13.0,0.4404,neutral
458,Didier Peucelle,legalized racketeering getting better better,4,2019-04-12,12.6,0.7003,positive
459,Béatrice Boucly,good process saves money easy take lot time,4,2019-04-11,12.7,0.7496,positive
461,Martin Marx,impossible several days use resident rate resident rights valid 2020 app gives error 11338 ill change rating problem fixed rest app pretty well thought practical,2,2019-04-10,12.7,-0.1343,neutral
462,laurent tippel,perfect park money,5,2019-04-09,12.7,0.3612,neutral
463,Frédéric Aubry,top,5,2019-04-08,12.6,0.2023,neutral
464,Fanny Dorn,fast effective,5,2019-04-08,12.7,0.4767,neutral
465,celine tribout,super practical never change reliable system,4,2019-04-08,12.7,0.5994,positive
467,Clément Vergnolle,new private mafia levies yet another tax backs population accumulation bugs cost 210 euros fps application made aim generating maximum turnover warn fps drafted bordeaux easypark terminals growing like mushrooms even residential areas nothing passing little army pink chasuble know check neighborhood well 1984,1,2019-04-04,12.7,0.6414,positive
468,Bénédicte Grandgirard,good app bad parking time limited 2 hours would good,5,2019-04-04,12.7,-0.1238,neutral
469,Nancy Kieya,perfect ideal,5,2019-04-04,12.7,0.7964,positive
470,Christophe Thouzeau,perfect,5,2019-04-03,12.7,0.5719,positive
472,Catherine Parisse,good,5,2019-04-02,12.7,0.4927,neutral
474,Patisserie AU PASSAGE DES DELICES,good application,5,2019-03-30,11.8,0.4927,neutral
477,Corinne Nicolas,app practical france abroad however arent enough cities use easy park parking lots thats shame,4,2019-03-26,12.6,-0.0516,neutral
480,Un utilisateur de Google,good application bravo,5,2019-03-25,12.6,0.4927,neutral
481,Un utilisateur de Google,good local park meters,4,2019-03-25,12.6,0.2724,neutral
483,d anthony,nickel training mulhouse obliged go several times day pay parking space yesterday card go parking meter invalid card paid coins trainer told using app find mandatory changes lot things especially simple click moreover reminders also parking receipts useful company thank,5,2019-03-20,12.6,0.8432,positive
485,Amine Ben,impossible pay monthly subscription without registering payment method knowing possible website addition try change payment method returned website without authentication required short reassuring thank correcting app really usable,1,2019-03-15,12.6,-0.0408,neutral
486,jacqueline vautheny,useful easy use,5,2019-03-13,12.6,0.7684,positive
487,christine beaufort,easy install intuitive ease use say thank easypark,5,2019-03-12,12.6,0.7845,positive
489,Un utilisateur de Google,practical need run get change works well,5,2019-03-09,12.3,0.9186,positive
493,e r,put money 3 hours know come back even come back sooner give us change still good scheme state pump us money easily well thank comment mention simply famous parking meter,1,2019-02-28,12.6,0.8753,positive
494,Gilles Valentin,one thing say app perfect,5,2019-02-28,12.5,0.7067,positive
495,christophe,great application easy use,5,2019-02-25,12.5,0.807,positive
498,robert payen,good,4,2019-02-19,12.3,0.4404,neutral
499,Un utilisateur de Google,really practical someone never change,5,2019-02-18,12.5,0.0,neutral
501,Un utilisateur de Google,great application makes parking easier continue stop extend parking low price without bravo designers simple concise efficient well done,5,2019-02-16,12.5,0.9081,positive
502,Serge Moreno,practical side pay without front terminal hence star negative side free end parking warning expensive 015 cts send text erratum indeed visual warning disappears quickly phone pocket sound one afternoon bordeaux missed 2 warnings fortunately asvp pass area,1,2019-02-15,12.5,-0.946,negative
504,jacques DE NEEF,good practical,5,2019-02-15,12.3,0.4927,neutral
507,Un utilisateur de Google,simple efficient need change top,5,2019-02-11,12.3,0.34,neutral
509,Margot Bracigliano,efficient fast practice,5,2019-02-07,12.3,0.4215,neutral
510,Anais pereira da silva,good apli,5,2019-02-06,12.3,0.54,positive
513,Un utilisateur de Google,good especially manage parking remotely taking train emergency,5,2019-01-30,12.3,0.0772,neutral
516,Foxiroks,simple easy use waste time money parking,5,2019-01-24,12.3,0.67,positive
517,Sylvie Rocq,helps travels,4,2019-01-24,12.3,0.3818,neutral
520,Veronique Dorge,easy practical use,5,2019-01-18,12.3,0.4927,neutral
521,Cathy Grosdemouge,top convenient,5,2019-01-16,12.0,0.2714,neutral
523,Rémy Richy,top top,5,2019-01-11,12.2,0.3818,neutral
524,Un utilisateur de Google,easy intuitive,5,2019-01-11,12.0,0.4404,neutral
527,jm k,good app parking unfortunate able set second parking another registration time,4,2019-01-06,12.0,-0.4678,neutral
528,Lo,disaster application parked 1 hour started parking told going pay 3 finally withdrawn 30 euros account proof support since took screenshots everything end useless since aftersales service app make refund even proof errors call aftersales service chick unpleasant send zero response emails well done,1,2019-01-02,12.0,-0.8798,negative
529,Un utilisateur de Google,unable connect changing mobile mobile number old number work neither new one hand website works email address identifier mobile app possible enter email identifier short easy manage resident parking application really par,1,2019-01-02,12.0,-0.1801,neutral
531,Mélanie MIGAULT,application could great change life however received notifications configured able modulate amount parking,2,2018-12-28,12.0,0.6249,positive
533,Un utilisateur de Google,easy use need change run put back meter,5,2018-12-26,12.0,0.1779,neutral
535,Un utilisateur de Google,quick easy use,5,2018-12-15,12.0,0.4404,neutral
